,mac,datetime,kwhh
1073086,MAC004684,2012-07-17 20:00:00,0.064
1073087,MAC004684,2012-07-17 20:30:00,0.06
1073088,MAC004684,2012-07-17 21:00:00,0.057
1073089,MAC004684,2012-07-17 21:30:00,0.055
1073090,MAC004684,2012-07-17 22:00:00,0.018
1073091,MAC004684,2012-07-17 22:30:00,0.017
1073092,MAC004684,2012-07-17 23:00:00,0.076
1073093,MAC004684,2012-07-17 23:30:00,0.067
1073094,MAC004684,2012-07-18 00:00:00,0.089
1073095,MAC004684,2012-07-18 00:30:00,0.058
1073096,MAC004684,2012-07-18 01:00:00,0.073
1073097,MAC004684,2012-07-18 01:30:00,0.107
1073098,MAC004684,2012-07-18 02:00:00,0.086
1073099,MAC004684,2012-07-18 02:30:00,0.038
1073100,MAC004684,2012-07-18 03:00:00,0.037
1073101,MAC004684,2012-07-18 03:30:00,0.022
1073102,MAC004684,2012-07-18 04:00:00,0.064
1073103,MAC004684,2012-07-18 04:30:00,0.06
1073104,MAC004684,2012-07-18 05:00:00,0.021
1073105,MAC004684,2012-07-18 05:30:00,0.02
1073106,MAC004684,2012-07-18 06:00:00,0.019
1073107,MAC004684,2012-07-18 06:30:00,0.045
1073108,MAC004684,2012-07-18 07:00:00,0.07
1073109,MAC004684,2012-07-18 07:30:00,0.066
1073110,MAC004684,2012-07-18 08:00:00,0.041
1073111,MAC004684,2012-07-18 08:30:00,0.142
1073112,MAC004684,2012-07-18 09:00:00,0.175
1073113,MAC004684,2012-07-18 09:30:00,0.496
1073114,MAC004684,2012-07-18 10:00:00,0.405
1073115,MAC004684,2012-07-18 10:30:00,0.167
1073116,MAC004684,2012-07-18 11:00:00,0.061
1073117,MAC004684,2012-07-18 11:30:00,0.073
1073118,MAC004684,2012-07-18 12:00:00,0.385
1073119,MAC004684,2012-07-18 12:30:00,0.849
1073120,MAC004684,2012-07-18 13:00:00,0.21
1073121,MAC004684,2012-07-18 13:30:00,0.057
1073122,MAC004684,2012-07-18 14:00:00,0.017
1073123,MAC004684,2012-07-18 14:30:00,0.043
1073124,MAC004684,2012-07-18 15:00:00,0.06
1073125,MAC004684,2012-07-18 15:30:00,0.06
1073126,MAC004684,2012-07-18 16:00:00,0.175
1073127,MAC004684,2012-07-18 16:30:00,0.096
1073128,MAC004684,2012-07-18 17:00:00,0.092
1073129,MAC004684,2012-07-18 17:30:00,0.041
1073130,MAC004684,2012-07-18 18:00:00,0.021
1073131,MAC004684,2012-07-18 18:30:00,0.061
1073132,MAC004684,2012-07-18 19:00:00,0.058
1073133,MAC004684,2012-07-18 19:30:00,0.056
1073134,MAC004684,2012-07-18 20:00:00,0.031
1073135,MAC004684,2012-07-18 20:30:00,0.017
1073136,MAC004684,2012-07-18 21:00:00,0.093
1073137,MAC004684,2012-07-18 21:30:00,0.085
1073138,MAC004684,2012-07-18 22:00:00,0.079
1073139,MAC004684,2012-07-18 22:30:00,0.081
1073140,MAC004684,2012-07-18 23:00:00,0.029
1073141,MAC004684,2012-07-18 23:30:00,0.026
1073142,MAC004684,2012-07-19 00:00:00,0.051
1073143,MAC004684,2012-07-19 00:30:00,0.067
1073144,MAC004684,2012-07-19 01:00:00,0.064
1073145,MAC004684,2012-07-19 01:30:00,0.036
1073146,MAC004684,2012-07-19 02:00:00,0.025
1073147,MAC004684,2012-07-19 02:30:00,0.025
1073148,MAC004684,2012-07-19 03:00:00,0.064
1073149,MAC004684,2012-07-19 03:30:00,0.075
1073150,MAC004684,2012-07-19 04:00:00,0.054
1073151,MAC004684,2012-07-19 04:30:00,0.017
1073152,MAC004684,2012-07-19 05:00:00,0.017
1073153,MAC004684,2012-07-19 05:30:00,0.018
1073154,MAC004684,2012-07-19 06:00:00,0.06
1073155,MAC004684,2012-07-19 06:30:00,0.057
1073156,MAC004684,2012-07-19 07:00:00,0.043
1073157,MAC004684,2012-07-19 07:30:00,0.018
1073158,MAC004684,2012-07-19 08:00:00,0.035
1073159,MAC004684,2012-07-19 08:30:00,0.04
1073160,MAC004684,2012-07-19 09:00:00,0.06
1073161,MAC004684,2012-07-19 09:30:00,0.514
1073162,MAC004684,2012-07-19 10:00:00,0.399
1073163,MAC004684,2012-07-19 10:30:00,0.098
1073164,MAC004684,2012-07-19 11:00:00,0.347
1073165,MAC004684,2012-07-19 11:30:00,0.336
1073166,MAC004684,2012-07-19 12:00:00,0.307
1073167,MAC004684,2012-07-19 12:30:00,0.894
1073168,MAC004684,2012-07-19 13:00:00,0.035
1073169,MAC004684,2012-07-19 13:30:00,0.098
1073170,MAC004684,2012-07-19 14:00:00,0.105
1073171,MAC004684,2012-07-19 14:30:00,0.122
1073172,MAC004684,2012-07-19 15:00:00,0.261
1073173,MAC004684,2012-07-19 15:30:00,0.078
1073174,MAC004684,2012-07-19 16:00:00,0.102
1073175,MAC004684,2012-07-19 16:30:00,0.077
1073176,MAC004684,2012-07-19 17:00:00,0.124
1073177,MAC004684,2012-07-19 17:30:00,0.084
1073178,MAC004684,2012-07-19 18:00:00,0.086
1073179,MAC004684,2012-07-19 18:30:00,0.063
1073180,MAC004684,2012-07-19 19:00:00,0.05
1073181,MAC004684,2012-07-19 19:30:00,0.067
1073182,MAC004684,2012-07-19 20:00:00,0.219
1073183,MAC004684,2012-07-19 20:30:00,0.121
1073184,MAC004684,2012-07-19 21:00:00,0.167
1073185,MAC004684,2012-07-19 21:30:00,0.157
1073186,MAC004684,2012-07-19 22:00:00,0.13
1073187,MAC004684,2012-07-19 22:30:00,0.13
1073188,MAC004684,2012-07-19 23:00:00,0.113
1073189,MAC004684,2012-07-19 23:30:00,0.075
1073190,MAC004684,2012-07-20 00:00:00,0.068
1073191,MAC004684,2012-07-20 00:30:00,0.063
1073192,MAC004684,2012-07-20 01:00:00,0.039
1073193,MAC004684,2012-07-20 01:30:00,0.02
1073194,MAC004684,2012-07-20 02:00:00,0.02
1073195,MAC004684,2012-07-20 02:30:00,0.039
1073196,MAC004684,2012-07-20 03:00:00,0.073
1073197,MAC004684,2012-07-20 03:30:00,0.07
1073198,MAC004684,2012-07-20 04:00:00,0.068
1073199,MAC004684,2012-07-20 04:30:00,0.052
1073200,MAC004684,2012-07-20 05:00:00,0.024
1073201,MAC004684,2012-07-20 05:30:00,0.02
1073202,MAC004684,2012-07-20 06:00:00,0.034
1073203,MAC004684,2012-07-20 06:30:00,0.072
1073204,MAC004684,2012-07-20 07:00:00,0.062
1073205,MAC004684,2012-07-20 07:30:00,0.176
1073206,MAC004684,2012-07-20 08:00:00,0.039
1073207,MAC004684,2012-07-20 08:30:00,0.027
1073208,MAC004684,2012-07-20 09:00:00,0.026
1073209,MAC004684,2012-07-20 09:30:00,0.054
1073210,MAC004684,2012-07-20 10:00:00,0.061
1073211,MAC004684,2012-07-20 10:30:00,0.06
1073212,MAC004684,2012-07-20 11:00:00,0.05
1073213,MAC004684,2012-07-20 11:30:00,0.034
1073214,MAC004684,2012-07-20 12:00:00,0.018
1073215,MAC004684,2012-07-20 12:30:00,0.052
1073216,MAC004684,2012-07-20 13:00:00,0.059
1073217,MAC004684,2012-07-20 13:30:00,0.057
1073218,MAC004684,2012-07-20 14:00:00,0.019
1073219,MAC004684,2012-07-20 14:30:00,0.017
1073220,MAC004684,2012-07-20 15:00:00,0.027
1073221,MAC004684,2012-07-20 15:30:00,0.061
1073222,MAC004684,2012-07-20 16:00:00,0.058
1073223,MAC004684,2012-07-20 16:30:00,0.068
1073224,MAC004684,2012-07-20 17:00:00,0.094
1073225,MAC004684,2012-07-20 17:30:00,0.019
1073226,MAC004684,2012-07-20 18:00:00,0.017
1073227,MAC004684,2012-07-20 18:30:00,0.035
1073228,MAC004684,2012-07-20 19:00:00,0.06
1073229,MAC004684,2012-07-20 19:30:00,0.058
1073230,MAC004684,2012-07-20 20:00:00,0.056
1073231,MAC004684,2012-07-20 20:30:00,0.022
1073232,MAC004684,2012-07-20 21:00:00,0.017
1073233,MAC004684,2012-07-20 21:30:00,0.142
1073234,MAC004684,2012-07-20 22:00:00,0.254
1073235,MAC004684,2012-07-20 22:30:00,0.115
1073236,MAC004684,2012-07-20 23:00:00,0.063
1073237,MAC004684,2012-07-20 23:30:00,0.02
1073238,MAC004684,2012-07-21 00:00:00,0.019
1073239,MAC004684,2012-07-21 00:30:00,0.035
1073240,MAC004684,2012-07-21 01:00:00,0.063
1073241,MAC004684,2012-07-21 01:30:00,0.06
1073242,MAC004684,2012-07-21 02:00:00,0.047
1073243,MAC004684,2012-07-21 02:30:00,0.02
1073244,MAC004684,2012-07-21 03:00:00,0.021
1073245,MAC004684,2012-07-21 03:30:00,0.045
1073246,MAC004684,2012-07-21 04:00:00,0.08
1073247,MAC004684,2012-07-21 04:30:00,0.077
1073248,MAC004684,2012-07-21 05:00:00,0.051
1073249,MAC004684,2012-07-21 05:30:00,0.02
1073250,MAC004684,2012-07-21 06:00:00,0.02
1073251,MAC004684,2012-07-21 06:30:00,0.056
1073252,MAC004684,2012-07-21 07:00:00,0.06
1073253,MAC004684,2012-07-21 07:30:00,0.054
1073254,MAC004684,2012-07-21 08:00:00,0.02
1073255,MAC004684,2012-07-21 08:30:00,0.02
1073256,MAC004684,2012-07-21 09:00:00,0.033
1073257,MAC004684,2012-07-21 09:30:00,0.069
1073258,MAC004684,2012-07-21 10:00:00,0.157
1073259,MAC004684,2012-07-21 10:30:00,0.067
1073260,MAC004684,2012-07-21 11:00:00,0.018
1073261,MAC004684,2012-07-21 11:30:00,0.017
1073262,MAC004684,2012-07-21 12:00:00,0.049
1073263,MAC004684,2012-07-21 12:30:00,0.059
1073264,MAC004684,2012-07-21 13:00:00,0.074
1073265,MAC004684,2012-07-21 13:30:00,0.483
1073266,MAC004684,2012-07-21 14:00:00,0.105
1073267,MAC004684,2012-07-21 14:30:00,0.054
1073268,MAC004684,2012-07-21 15:00:00,0.053
1073269,MAC004684,2012-07-21 15:30:00,0.067
1073270,MAC004684,2012-07-21 16:00:00,0.062
1073271,MAC004684,2012-07-21 16:30:00,0.06
1073272,MAC004684,2012-07-21 17:00:00,0.03
1073273,MAC004684,2012-07-21 17:30:00,0.02
1073274,MAC004684,2012-07-21 18:00:00,0.02
1073275,MAC004684,2012-07-21 18:30:00,0.125
1073276,MAC004684,2012-07-21 19:00:00,0.141
1073277,MAC004684,2012-07-21 19:30:00,0.072
1073278,MAC004684,2012-07-21 20:00:00,0.076
1073279,MAC004684,2012-07-21 20:30:00,0.062
1073280,MAC004684,2012-07-21 21:00:00,0.064
1073281,MAC004684,2012-07-21 21:30:00,0.034
1073282,MAC004684,2012-07-21 22:00:00,0.063
1073283,MAC004684,2012-07-21 22:30:00,0.072
1073284,MAC004684,2012-07-21 23:00:00,0.06
1073285,MAC004684,2012-07-21 23:30:00,0.025
1073286,MAC004684,2012-07-22 00:00:00,0.025
1073287,MAC004684,2012-07-22 00:30:00,0.026
1073288,MAC004684,2012-07-22 01:00:00,0.063
1073289,MAC004684,2012-07-22 01:30:00,0.067
1073290,MAC004684,2012-07-22 02:00:00,0.042
1073291,MAC004684,2012-07-22 02:30:00,0.025
1073292,MAC004684,2012-07-22 03:00:00,0.021
1073293,MAC004684,2012-07-22 03:30:00,0.018
1073294,MAC004684,2012-07-22 04:00:00,0.066
1073295,MAC004684,2012-07-22 04:30:00,0.058
1073296,MAC004684,2012-07-22 05:00:00,0.023
1073297,MAC004684,2012-07-22 05:30:00,0.017
1073298,MAC004684,2012-07-22 06:00:00,0.037
1073299,MAC004684,2012-07-22 06:30:00,0.054
1073300,MAC004684,2012-07-22 07:00:00,0.068
1073301,MAC004684,2012-07-22 07:30:00,0.057
1073302,MAC004684,2012-07-22 08:00:00,0.029
1073303,MAC004684,2012-07-22 08:30:00,0.023
1073304,MAC004684,2012-07-22 09:00:00,0.017
1073305,MAC004684,2012-07-22 09:30:00,0.072
1073306,MAC004684,2012-07-22 10:00:00,0.066
1073307,MAC004684,2012-07-22 10:30:00,0.058
1073308,MAC004684,2012-07-22 11:00:00,0.318
1073309,MAC004684,2012-07-22 11:30:00,1.623
1073310,MAC004684,2012-07-22 12:00:00,0.28
1073311,MAC004684,2012-07-22 12:30:00,0.088
1073312,MAC004684,2012-07-22 13:00:00,0.099
1073313,MAC004684,2012-07-22 13:30:00,0.073
1073314,MAC004684,2012-07-22 14:00:00,0.056
1073315,MAC004684,2012-07-22 14:30:00,0.057
1073316,MAC004684,2012-07-22 15:00:00,0.116
1073317,MAC004684,2012-07-22 15:30:00,0.124
1073318,MAC004684,2012-07-22 16:00:00,0.124
1073319,MAC004684,2012-07-22 16:30:00,0.121
1073320,MAC004684,2012-07-22 17:00:00,0.083
1073321,MAC004684,2012-07-22 17:30:00,0.032
1073322,MAC004684,2012-07-22 18:00:00,0.035
1073323,MAC004684,2012-07-22 18:30:00,0.061
1073324,MAC004684,2012-07-22 19:00:00,0.061
1073325,MAC004684,2012-07-22 19:30:00,0.098
1073326,MAC004684,2012-07-22 20:00:00,0.151
1073327,MAC004684,2012-07-22 20:30:00,0.045
1073328,MAC004684,2012-07-22 21:00:00,0.09
1073329,MAC004684,2012-07-22 21:30:00,0.094
1073330,MAC004684,2012-07-22 22:00:00,0.053
1073331,MAC004684,2012-07-22 22:30:00,0.025
1073332,MAC004684,2012-07-22 23:00:00,0.025
1073333,MAC004684,2012-07-22 23:30:00,0.044
1073334,MAC004684,2012-07-23 00:00:00,0.068
1073335,MAC004684,2012-07-23 00:30:00,0.053
1073336,MAC004684,2012-07-23 01:00:00,0.025
1073337,MAC004684,2012-07-23 01:30:00,0.032
1073338,MAC004684,2012-07-23 02:00:00,0.039
1073339,MAC004684,2012-07-23 02:30:00,0.076
1073340,MAC004684,2012-07-23 03:00:00,0.063
1073341,MAC004684,2012-07-23 03:30:00,0.019
1073342,MAC004684,2012-07-23 04:00:00,0.017
1073343,MAC004684,2012-07-23 04:30:00,0.017
1073344,MAC004684,2012-07-23 05:00:00,0.051
1073345,MAC004684,2012-07-23 05:30:00,0.058
1073346,MAC004684,2012-07-23 06:00:00,0.034
1073347,MAC004684,2012-07-23 06:30:00,0.044
1073348,MAC004684,2012-07-23 07:00:00,0.039
1073349,MAC004684,2012-07-23 07:30:00,0.17
1073350,MAC004684,2012-07-23 08:00:00,0.071
1073351,MAC004684,2012-07-23 08:30:00,0.054
1073352,MAC004684,2012-07-23 09:00:00,0.041
1073353,MAC004684,2012-07-23 09:30:00,0.024
1073354,MAC004684,2012-07-23 10:00:00,0.068
1073355,MAC004684,2012-07-23 10:30:00,0.063
1073356,MAC004684,2012-07-23 11:00:00,0.041
1073357,MAC004684,2012-07-23 11:30:00,0.018
1073358,MAC004684,2012-07-23 12:00:00,0.017
1073359,MAC004684,2012-07-23 12:30:00,0.046
1073360,MAC004684,2012-07-23 13:00:00,0.059
1073361,MAC004684,2012-07-23 13:30:00,0.057
1073362,MAC004684,2012-07-23 14:00:00,0.047
1073363,MAC004684,2012-07-23 14:30:00,0.017
1073364,MAC004684,2012-07-23 15:00:00,0.018
1073365,MAC004684,2012-07-23 15:30:00,0.049
1073366,MAC004684,2012-07-23 16:00:00,0.086
1073367,MAC004684,2012-07-23 16:30:00,0.105
1073368,MAC004684,2012-07-23 17:00:00,0.071
1073369,MAC004684,2012-07-23 17:30:00,0.058
1073370,MAC004684,2012-07-23 18:00:00,0.057
1073371,MAC004684,2012-07-23 18:30:00,0.056
1073372,MAC004684,2012-07-23 19:00:00,0.056
1073373,MAC004684,2012-07-23 19:30:00,0.056
1073374,MAC004684,2012-07-23 20:00:00,0.056
1073375,MAC004684,2012-07-23 20:30:00,0.056
1073376,MAC004684,2012-07-23 21:00:00,0.054
1073377,MAC004684,2012-07-23 21:30:00,0.017
1073378,MAC004684,2012-07-23 22:00:00,0.017
1073379,MAC004684,2012-07-23 22:30:00,0.023
1073380,MAC004684,2012-07-23 23:00:00,0.062
1073381,MAC004684,2012-07-23 23:30:00,0.058
1073382,MAC004684,2012-07-24 00:00:00,0.056
1073383,MAC004684,2012-07-24 00:30:00,0.043
1073384,MAC004684,2012-07-24 01:00:00,0.017
1073385,MAC004684,2012-07-24 01:30:00,0.017
1073386,MAC004684,2012-07-24 02:00:00,0.044
1073387,MAC004684,2012-07-24 02:30:00,0.059
