,mac,datetime,kwhh
563199,MAC004179,2012-05-22 11:30:00,2.003
563200,MAC004179,2012-05-22 12:00:00,2.5780001
563201,MAC004179,2012-05-22 12:30:00,2.4200001
563202,MAC004179,2012-05-22 13:00:00,1.653
563203,MAC004179,2012-05-22 13:30:00,1.436
563204,MAC004179,2012-05-22 14:00:00,1.576
563205,MAC004179,2012-05-22 14:30:00,1.793
563206,MAC004179,2012-05-22 15:00:00,1.517
563207,MAC004179,2012-05-22 15:30:00,1.377
563208,MAC004179,2012-05-22 16:00:00,1.364
563209,MAC004179,2012-05-22 16:30:00,1.6390001
563210,MAC004179,2012-05-22 17:00:00,2.4560001
563211,MAC004179,2012-05-22 17:30:00,3.0710001
563212,MAC004179,2012-05-22 18:00:00,3.4119999
563213,MAC004179,2012-05-22 18:30:00,2.6860001
563214,MAC004179,2012-05-22 19:00:00,2.0639999
563215,MAC004179,2012-05-22 19:30:00,2.47
563216,MAC004179,2012-05-22 20:00:00,1.913
563217,MAC004179,2012-05-22 20:30:00,1.9
563218,MAC004179,2012-05-22 21:00:00,1.237
563219,MAC004179,2012-05-22 21:30:00,1.522
563220,MAC004179,2012-05-22 22:00:00,2.0699999
563221,MAC004179,2012-05-22 22:30:00,1.516
563222,MAC004179,2012-05-22 23:00:00,1.419
563223,MAC004179,2012-05-22 23:30:00,1.4680001
563224,MAC004179,2012-05-23 00:00:00,1.627
563225,MAC004179,2012-05-23 00:30:00,0.94
563226,MAC004179,2012-05-23 01:00:00,1.683
563227,MAC004179,2012-05-23 01:30:00,1.234
563228,MAC004179,2012-05-23 02:00:00,1.45
563229,MAC004179,2012-05-23 02:30:00,1.418
563230,MAC004179,2012-05-23 03:00:00,1.418
563231,MAC004179,2012-05-23 03:30:00,1.586
563232,MAC004179,2012-05-23 04:00:00,1.563
563233,MAC004179,2012-05-23 04:30:00,1.709
563234,MAC004179,2012-05-23 05:00:00,1.773
563235,MAC004179,2012-05-23 05:30:00,2.1860001
563236,MAC004179,2012-05-23 06:00:00,2.8840001
563237,MAC004179,2012-05-23 06:30:00,2.2449999
563238,MAC004179,2012-05-23 07:00:00,1.597
563239,MAC004179,2012-05-23 07:30:00,1.1950001
563240,MAC004179,2012-05-23 08:00:00,2.309
563241,MAC004179,2012-05-23 08:30:00,1.9450001
563242,MAC004179,2012-05-23 09:00:00,2.8210001
563243,MAC004179,2012-05-23 09:30:00,2.2349999
563244,MAC004179,2012-05-23 10:00:00,1.102
563245,MAC004179,2012-05-23 10:30:00,2.26
563246,MAC004179,2012-05-23 11:00:00,2.4159999
563247,MAC004179,2012-05-23 11:30:00,1.5319999
563248,MAC004179,2012-05-23 12:00:00,1.067
563249,MAC004179,2012-05-23 12:30:00,1.5140001
563250,MAC004179,2012-05-23 13:00:00,1.419
563251,MAC004179,2012-05-23 13:30:00,1.249
563252,MAC004179,2012-05-23 14:00:00,1.497
563253,MAC004179,2012-05-23 14:30:00,1.688
563254,MAC004179,2012-05-23 15:00:00,1.161
563255,MAC004179,2012-05-23 15:30:00,1.3940001
563256,MAC004179,2012-05-23 16:00:00,1.567
563257,MAC004179,2012-05-23 16:30:00,0.949
563258,MAC004179,2012-05-23 17:00:00,2.227
563259,MAC004179,2012-05-23 17:30:00,2.911
563260,MAC004179,2012-05-23 18:00:00,2.5899999
563261,MAC004179,2012-05-23 18:30:00,2.0009999
563262,MAC004179,2012-05-23 19:00:00,1.806
563263,MAC004179,2012-05-23 19:30:00,2.6470001
563264,MAC004179,2012-05-23 20:00:00,1.524
563265,MAC004179,2012-05-23 20:30:00,1.938
563266,MAC004179,2012-05-23 21:00:00,3.71
563267,MAC004179,2012-05-23 21:30:00,2.806
563268,MAC004179,2012-05-23 22:00:00,1.857
563269,MAC004179,2012-05-23 22:30:00,1.248
563270,MAC004179,2012-05-23 23:00:00,1.015
563271,MAC004179,2012-05-23 23:30:00,1.469
563272,MAC004179,2012-05-24 00:00:00,1.35
563273,MAC004179,2012-05-24 00:30:00,1.076
563274,MAC004179,2012-05-24 01:00:00,1.378
563275,MAC004179,2012-05-24 01:30:00,1.265
563276,MAC004179,2012-05-24 02:00:00,1.439
563277,MAC004179,2012-05-24 02:30:00,1.027
563278,MAC004179,2012-05-24 03:00:00,1.302
563279,MAC004179,2012-05-24 03:30:00,1.388
563280,MAC004179,2012-05-24 04:00:00,0.904
563281,MAC004179,2012-05-24 04:30:00,1.636
563282,MAC004179,2012-05-24 05:00:00,1.89
563283,MAC004179,2012-05-24 05:30:00,2.0339999
563284,MAC004179,2012-05-24 06:00:00,2.0450001
563285,MAC004179,2012-05-24 06:30:00,2.536
563286,MAC004179,2012-05-24 07:00:00,1.293
563287,MAC004179,2012-05-24 07:30:00,1.42
563288,MAC004179,2012-05-24 08:00:00,1.334
563289,MAC004179,2012-05-24 08:30:00,1.562
563290,MAC004179,2012-05-24 09:00:00,2.165
563291,MAC004179,2012-05-24 09:30:00,1.465
563292,MAC004179,2012-05-24 10:00:00,1.378
563293,MAC004179,2012-05-24 10:30:00,2.194
563294,MAC004179,2012-05-24 11:00:00,1.673
563295,MAC004179,2012-05-24 11:30:00,1.217
563296,MAC004179,2012-05-24 12:00:00,1.699
563297,MAC004179,2012-05-24 12:30:00,2.1240001
563298,MAC004179,2012-05-24 13:00:00,3.329
563299,MAC004179,2012-05-24 13:30:00,1.135
563300,MAC004179,2012-05-24 14:00:00,2.349
563301,MAC004179,2012-05-24 14:30:00,1.908
563302,MAC004179,2012-05-24 15:00:00,2.151
563303,MAC004179,2012-05-24 15:30:00,2.1949999
563304,MAC004179,2012-05-24 16:00:00,1.507
563305,MAC004179,2012-05-24 16:30:00,1.8150001
563306,MAC004179,2012-05-24 17:00:00,1.214
563307,MAC004179,2012-05-24 17:30:00,2.1630001
563308,MAC004179,2012-05-24 18:00:00,3.9159999
563309,MAC004179,2012-05-24 18:30:00,1.8609999
563310,MAC004179,2012-05-24 19:00:00,1.628
563311,MAC004179,2012-05-24 19:30:00,1.658
563312,MAC004179,2012-05-24 20:00:00,1.393
563313,MAC004179,2012-05-24 20:30:00,1.159
563314,MAC004179,2012-05-24 21:00:00,1.738
563315,MAC004179,2012-05-24 21:30:00,1.48
563316,MAC004179,2012-05-24 22:00:00,1.404
563317,MAC004179,2012-05-24 22:30:00,1.215
563318,MAC004179,2012-05-24 23:00:00,0.825
563319,MAC004179,2012-05-24 23:30:00,1.33
563320,MAC004179,2012-05-25 00:00:00,0.853
563321,MAC004179,2012-05-25 00:30:00,1.214
563322,MAC004179,2012-05-25 01:00:00,0.881
563323,MAC004179,2012-05-25 01:30:00,1.485
563324,MAC004179,2012-05-25 02:00:00,1.276
563325,MAC004179,2012-05-25 02:30:00,0.904
563326,MAC004179,2012-05-25 03:00:00,1.546
563327,MAC004179,2012-05-25 03:30:00,0.938
563328,MAC004179,2012-05-25 04:00:00,1.237
563329,MAC004179,2012-05-25 04:30:00,1.752
563330,MAC004179,2012-05-25 05:00:00,1.896
563331,MAC004179,2012-05-25 05:30:00,1.624
563332,MAC004179,2012-05-25 06:00:00,2.3989999
563333,MAC004179,2012-05-25 06:30:00,1.4809999
563334,MAC004179,2012-05-25 07:00:00,1.665
563335,MAC004179,2012-05-25 07:30:00,1.511
563336,MAC004179,2012-05-25 08:00:00,1.114
563337,MAC004179,2012-05-25 08:30:00,1.671
563338,MAC004179,2012-05-25 09:00:00,1.658
563339,MAC004179,2012-05-25 09:30:00,0.896
563340,MAC004179,2012-05-25 10:00:00,1.146
563341,MAC004179,2012-05-25 10:30:00,1.354
563342,MAC004179,2012-05-25 11:00:00,1.442
563343,MAC004179,2012-05-25 11:30:00,1.425
563344,MAC004179,2012-05-25 12:00:00,1.411
563345,MAC004179,2012-05-25 12:30:00,1.0880001
563346,MAC004179,2012-05-25 13:00:00,1.985
563347,MAC004179,2012-05-25 13:30:00,1.442
563348,MAC004179,2012-05-25 14:00:00,2.0840001
563349,MAC004179,2012-05-25 14:30:00,1.1289999
563350,MAC004179,2012-05-25 15:00:00,1.045
563351,MAC004179,2012-05-25 15:30:00,1.502
563352,MAC004179,2012-05-25 16:00:00,1.591
563353,MAC004179,2012-05-25 16:30:00,1.3890001
563354,MAC004179,2012-05-25 17:00:00,2.053
563355,MAC004179,2012-05-25 17:30:00,2.8570001
563356,MAC004179,2012-05-25 18:00:00,2.0139999
563357,MAC004179,2012-05-25 18:30:00,2.572
563358,MAC004179,2012-05-25 19:00:00,1.961
563359,MAC004179,2012-05-25 19:30:00,2.0829999
563360,MAC004179,2012-05-25 20:00:00,2.079
563361,MAC004179,2012-05-25 20:30:00,1.5880001
563362,MAC004179,2012-05-25 21:00:00,2.2390001
563363,MAC004179,2012-05-25 21:30:00,1.733
563364,MAC004179,2012-05-25 22:00:00,2.1129999
563365,MAC004179,2012-05-25 22:30:00,0.907
563366,MAC004179,2012-05-25 23:00:00,1.293
563367,MAC004179,2012-05-25 23:30:00,1.131
563368,MAC004179,2012-05-26 00:00:00,1.018
563369,MAC004179,2012-05-26 00:30:00,1.252
563370,MAC004179,2012-05-26 01:00:00,0.869
563371,MAC004179,2012-05-26 01:30:00,1.4119999
563372,MAC004179,2012-05-26 02:00:00,1.23
563373,MAC004179,2012-05-26 02:30:00,0.907
563374,MAC004179,2012-05-26 03:00:00,1.462
563375,MAC004179,2012-05-26 03:30:00,1.156
563376,MAC004179,2012-05-26 04:00:00,1.115
563377,MAC004179,2012-05-26 04:30:00,1.529
563378,MAC004179,2012-05-26 05:00:00,1.794
563379,MAC004179,2012-05-26 05:30:00,1.954
563380,MAC004179,2012-05-26 06:00:00,2.256
563381,MAC004179,2012-05-26 06:30:00,1.8
563382,MAC004179,2012-05-26 07:00:00,1.892
563383,MAC004179,2012-05-26 07:30:00,1.62
563384,MAC004179,2012-05-26 08:00:00,1.0
563385,MAC004179,2012-05-26 08:30:00,1.3430001
563386,MAC004179,2012-05-26 09:00:00,1.376
563387,MAC004179,2012-05-26 09:30:00,1.443
563388,MAC004179,2012-05-26 10:00:00,1.033
563389,MAC004179,2012-05-26 10:30:00,1.278
563390,MAC004179,2012-05-26 11:00:00,0.917
563391,MAC004179,2012-05-26 11:30:00,2.385
563392,MAC004179,2012-05-26 12:00:00,1.369
563393,MAC004179,2012-05-26 12:30:00,1.233
563394,MAC004179,2012-05-26 13:00:00,0.919
563395,MAC004179,2012-05-26 13:30:00,1.291
563396,MAC004179,2012-05-26 14:00:00,1.438
563397,MAC004179,2012-05-26 14:30:00,0.972
563398,MAC004179,2012-05-26 15:00:00,1.274
563399,MAC004179,2012-05-26 15:30:00,0.909
563400,MAC004179,2012-05-26 16:00:00,1.26
563401,MAC004179,2012-05-26 16:30:00,1.525
563402,MAC004179,2012-05-26 17:00:00,2.0829999
563403,MAC004179,2012-05-26 17:30:00,1.743
563404,MAC004179,2012-05-26 18:00:00,1.441
563405,MAC004179,2012-05-26 18:30:00,2.3599999
563406,MAC004179,2012-05-26 19:00:00,2.2650001
563407,MAC004179,2012-05-26 19:30:00,1.597
563408,MAC004179,2012-05-26 20:00:00,2.062
563409,MAC004179,2012-05-26 20:30:00,1.604
563410,MAC004179,2012-05-26 21:00:00,1.825
563411,MAC004179,2012-05-26 21:30:00,1.812
563412,MAC004179,2012-05-26 22:00:00,2.2260001
563413,MAC004179,2012-05-26 22:30:00,1.136
563414,MAC004179,2012-05-26 23:00:00,1.506
563415,MAC004179,2012-05-26 23:30:00,1.665
563416,MAC004179,2012-05-27 00:00:00,1.554
563417,MAC004179,2012-05-27 00:30:00,1.1849999
563418,MAC004179,2012-05-27 01:00:00,1.9069999
563419,MAC004179,2012-05-27 01:30:00,1.709
563420,MAC004179,2012-05-27 02:00:00,1.204
563421,MAC004179,2012-05-27 02:30:00,1.569
563422,MAC004179,2012-05-27 03:00:00,1.169
563423,MAC004179,2012-05-27 03:30:00,1.648
563424,MAC004179,2012-05-27 04:00:00,1.527
563425,MAC004179,2012-05-27 04:30:00,1.531
563426,MAC004179,2012-05-27 05:00:00,2.26
563427,MAC004179,2012-05-27 05:30:00,2.2750001
563428,MAC004179,2012-05-27 06:00:00,2.339
563429,MAC004179,2012-05-27 06:30:00,2.2550001
563430,MAC004179,2012-05-27 07:00:00,1.391
563431,MAC004179,2012-05-27 07:30:00,2.234
563432,MAC004179,2012-05-27 08:00:00,1.651
563433,MAC004179,2012-05-27 08:30:00,1.235
563434,MAC004179,2012-05-27 09:00:00,1.673
563435,MAC004179,2012-05-27 09:30:00,1.653
563436,MAC004179,2012-05-27 10:00:00,1.183
563437,MAC004179,2012-05-27 10:30:00,1.471
563438,MAC004179,2012-05-27 11:00:00,1.664
563439,MAC004179,2012-05-27 11:30:00,1.261
563440,MAC004179,2012-05-27 12:00:00,1.6109999
563441,MAC004179,2012-05-27 12:30:00,1.244
563442,MAC004179,2012-05-27 13:00:00,1.987
563443,MAC004179,2012-05-27 13:30:00,1.715
563444,MAC004179,2012-05-27 14:00:00,1.604
563445,MAC004179,2012-05-27 14:30:00,1.307
563446,MAC004179,2012-05-27 15:00:00,2.234
563447,MAC004179,2012-05-27 15:30:00,1.643
563448,MAC004179,2012-05-27 16:00:00,1.975
563449,MAC004179,2012-05-27 16:30:00,1.495
563450,MAC004179,2012-05-27 17:00:00,1.2460001
563451,MAC004179,2012-05-27 17:30:00,1.49
563452,MAC004179,2012-05-27 18:00:00,2.0209999
563453,MAC004179,2012-05-27 18:30:00,3.658
563454,MAC004179,2012-05-27 19:00:00,1.499
563455,MAC004179,2012-05-27 19:30:00,1.937
563456,MAC004179,2012-05-27 20:00:00,1.905
563457,MAC004179,2012-05-27 20:30:00,1.217
563458,MAC004179,2012-05-27 21:00:00,1.175
563459,MAC004179,2012-05-27 21:30:00,1.964
563460,MAC004179,2012-05-27 22:00:00,1.7539999
563461,MAC004179,2012-05-27 22:30:00,1.209
563462,MAC004179,2012-05-27 23:00:00,1.312
563463,MAC004179,2012-05-27 23:30:00,1.355
563464,MAC004179,2012-05-28 00:00:00,0.821
563465,MAC004179,2012-05-28 00:30:00,1.171
563466,MAC004179,2012-05-28 01:00:00,1.352
563467,MAC004179,2012-05-28 01:30:00,1.084
563468,MAC004179,2012-05-28 02:00:00,1.307
563469,MAC004179,2012-05-28 02:30:00,0.931
563470,MAC004179,2012-05-28 03:00:00,1.5
563471,MAC004179,2012-05-28 03:30:00,1.275
563472,MAC004179,2012-05-28 04:00:00,0.898
563473,MAC004179,2012-05-28 04:30:00,1.747
563474,MAC004179,2012-05-28 05:00:00,1.58
563475,MAC004179,2012-05-28 05:30:00,1.921
563476,MAC004179,2012-05-28 06:00:00,2.473
563477,MAC004179,2012-05-28 06:30:00,1.88
563478,MAC004179,2012-05-28 07:00:00,1.668
563479,MAC004179,2012-05-28 07:30:00,1.307
563480,MAC004179,2012-05-28 08:00:00,1.831
563481,MAC004179,2012-05-28 08:30:00,1.7819999
563482,MAC004179,2012-05-28 09:00:00,1.318
563483,MAC004179,2012-05-28 09:30:00,3.355
563484,MAC004179,2012-05-28 10:00:00,1.7970001
563485,MAC004179,2012-05-28 10:30:00,1.779
563486,MAC004179,2012-05-28 11:00:00,1.2180001
563487,MAC004179,2012-05-28 11:30:00,3.277
563488,MAC004179,2012-05-28 12:00:00,2.053
563489,MAC004179,2012-05-28 12:30:00,1.77
563490,MAC004179,2012-05-28 13:00:00,3.1730001
563491,MAC004179,2012-05-28 13:30:00,2.595
563492,MAC004179,2012-05-28 14:00:00,1.649
563493,MAC004179,2012-05-28 14:30:00,2.7590001
563494,MAC004179,2012-05-28 15:00:00,2.303
563495,MAC004179,2012-05-28 15:30:00,2.4979999
563496,MAC004179,2012-05-28 16:00:00,2.8410001
563497,MAC004179,2012-05-28 16:30:00,1.35
563498,MAC004179,2012-05-28 17:00:00,2.221
563499,MAC004179,2012-05-28 17:30:00,2.2160001
563500,MAC004179,2012-05-28 18:00:00,1.716
563501,MAC004179,2012-05-28 18:30:00,1.738
563502,MAC004179,2012-05-28 19:00:00,2.092
563503,MAC004179,2012-05-28 19:30:00,1.285
563504,MAC004179,2012-05-28 20:00:00,1.851
563505,MAC004179,2012-05-28 20:30:00,1.123
563506,MAC004179,2012-05-28 21:00:00,1.309
563507,MAC004179,2012-05-28 21:30:00,1.488
563508,MAC004179,2012-05-28 22:00:00,1.784
563509,MAC004179,2012-05-28 22:30:00,1.3279999
563510,MAC004179,2012-05-28 23:00:00,0.929
563511,MAC004179,2012-05-28 23:30:00,1.528
563512,MAC004179,2012-05-29 00:00:00,0.926
563513,MAC004179,2012-05-29 00:30:00,1.29
563514,MAC004179,2012-05-29 01:00:00,1.141
563515,MAC004179,2012-05-29 01:30:00,1.479
563516,MAC004179,2012-05-29 02:00:00,1.357
563517,MAC004179,2012-05-29 02:30:00,1.066
563518,MAC004179,2012-05-29 03:00:00,1.378
563519,MAC004179,2012-05-29 03:30:00,1.201
563520,MAC004179,2012-05-29 04:00:00,1.329
563521,MAC004179,2012-05-29 04:30:00,1.552
563522,MAC004179,2012-05-29 05:00:00,1.862
563523,MAC004179,2012-05-29 05:30:00,2.2090001
563524,MAC004179,2012-05-29 06:00:00,2.598
563525,MAC004179,2012-05-29 06:30:00,1.4220001
563526,MAC004179,2012-05-29 07:00:00,1.706
563527,MAC004179,2012-05-29 07:30:00,1.363
563528,MAC004179,2012-05-29 08:00:00,1.137
563529,MAC004179,2012-05-29 08:30:00,1.499
563530,MAC004179,2012-05-29 09:00:00,1.437
563531,MAC004179,2012-05-29 09:30:00,1.2309999
563532,MAC004179,2012-05-29 10:00:00,1.2869999
563533,MAC004179,2012-05-29 10:30:00,1.325
563534,MAC004179,2012-05-29 11:00:00,1.5470001
563535,MAC004179,2012-05-29 11:30:00,1.294
563536,MAC004179,2012-05-29 12:00:00,1.324
563537,MAC004179,2012-05-29 12:30:00,1.48
563538,MAC004179,2012-05-29 13:00:00,1.002
563539,MAC004179,2012-05-29 13:30:00,1.471
563540,MAC004179,2012-05-29 14:00:00,1.201
563541,MAC004179,2012-05-29 14:30:00,1.4119999
563542,MAC004179,2012-05-29 15:00:00,1.2539999
563543,MAC004179,2012-05-29 15:30:00,0.998
563544,MAC004179,2012-05-29 16:00:00,1.533
563545,MAC004179,2012-05-29 16:30:00,1.169
563546,MAC004179,2012-05-29 17:00:00,1.077
563547,MAC004179,2012-05-29 17:30:00,2.2219999
563548,MAC004179,2012-05-29 18:00:00,3.191
563549,MAC004179,2012-05-29 18:30:00,3.346
563550,MAC004179,2012-05-29 19:00:00,2.21
563551,MAC004179,2012-05-29 19:30:00,2.5120001
563552,MAC004179,2012-05-29 20:00:00,1.632
563553,MAC004179,2012-05-29 20:30:00,1.327
563554,MAC004179,2012-05-29 21:00:00,1.633
563555,MAC004179,2012-05-29 21:30:00,1.561
563556,MAC004179,2012-05-29 22:00:00,1.799
563557,MAC004179,2012-05-29 22:30:00,0.841
563558,MAC004179,2012-05-29 23:00:00,1.467
563559,MAC004179,2012-05-29 23:30:00,0.867
563560,MAC004179,2012-05-30 00:00:00,1.325
563561,MAC004179,2012-05-30 00:30:00,1.388
563562,MAC004179,2012-05-30 01:00:00,1.308
563563,MAC004179,2012-05-30 01:30:00,0.906
563564,MAC004179,2012-05-30 02:00:00,1.524
563565,MAC004179,2012-05-30 02:30:00,0.903
563566,MAC004179,2012-05-30 03:00:00,1.357
563567,MAC004179,2012-05-30 03:30:00,1.478
563568,MAC004179,2012-05-30 04:00:00,1.2180001
563569,MAC004179,2012-05-30 04:30:00,1.3430001
563570,MAC004179,2012-05-30 05:00:00,1.717
563571,MAC004179,2012-05-30 05:30:00,1.966
563572,MAC004179,2012-05-30 06:00:00,2.4860001
563573,MAC004179,2012-05-30 06:30:00,1.316
563574,MAC004179,2012-05-30 07:00:00,1.464
563575,MAC004179,2012-05-30 07:30:00,1.249
563576,MAC004179,2012-05-30 08:00:00,1.464
563577,MAC004179,2012-05-30 08:30:00,0.888
563578,MAC004179,2012-05-30 09:00:00,1.433
563579,MAC004179,2012-05-30 09:30:00,1.411
563580,MAC004179,2012-05-30 10:00:00,1.433
563581,MAC004179,2012-05-30 10:30:00,0.922
563582,MAC004179,2012-05-30 11:00:00,1.432
563583,MAC004179,2012-05-30 11:30:00,1.388
563584,MAC004179,2012-05-30 12:00:00,1.265
563585,MAC004179,2012-05-30 12:30:00,1.415
563586,MAC004179,2012-05-30 13:00:00,1.176
563587,MAC004179,2012-05-30 13:30:00,1.16
563588,MAC004179,2012-05-30 14:00:00,1.402
563589,MAC004179,2012-05-30 14:30:00,0.928
563590,MAC004179,2012-05-30 15:00:00,1.8789999
563591,MAC004179,2012-05-30 15:30:00,1.441
563592,MAC004179,2012-05-30 16:00:00,0.882
563593,MAC004179,2012-05-30 16:30:00,1.298
563594,MAC004179,2012-05-30 17:00:00,0.798
563595,MAC004179,2012-05-30 17:30:00,1.77
563596,MAC004179,2012-05-30 18:00:00,2.675
563597,MAC004179,2012-05-30 18:30:00,2.3510001
563598,MAC004179,2012-05-30 19:00:00,1.645
563599,MAC004179,2012-05-30 19:30:00,1.268
563600,MAC004179,2012-05-30 20:00:00,1.529
563601,MAC004179,2012-05-30 20:30:00,1.113
563602,MAC004179,2012-05-30 21:00:00,1.176
563603,MAC004179,2012-05-30 21:30:00,1.325
563604,MAC004179,2012-05-30 22:00:00,1.927
563605,MAC004179,2012-05-30 22:30:00,0.862
563606,MAC004179,2012-05-30 23:00:00,1.38
563607,MAC004179,2012-05-30 23:30:00,1.21
563608,MAC004179,2012-05-31 00:00:00,0.97
563609,MAC004179,2012-05-31 00:30:00,1.46
563610,MAC004179,2012-05-31 01:00:00,0.932
563611,MAC004179,2012-05-31 01:30:00,1.201
563612,MAC004179,2012-05-31 02:00:00,1.4579999
563613,MAC004179,2012-05-31 02:30:00,1.454
563614,MAC004179,2012-05-31 03:00:00,0.928
563615,MAC004179,2012-05-31 03:30:00,1.235
563616,MAC004179,2012-05-31 04:00:00,1.539
563617,MAC004179,2012-05-31 04:30:00,1.479
563618,MAC004179,2012-05-31 05:00:00,1.663
563619,MAC004179,2012-05-31 05:30:00,2.0250001
563620,MAC004179,2012-05-31 06:00:00,2.187
563621,MAC004179,2012-05-31 06:30:00,1.876
563622,MAC004179,2012-05-31 07:00:00,1.291
563623,MAC004179,2012-05-31 07:30:00,1.487
563624,MAC004179,2012-05-31 08:00:00,1.535
563625,MAC004179,2012-05-31 08:30:00,2.335
563626,MAC004179,2012-05-31 09:00:00,1.716
563627,MAC004179,2012-05-31 09:30:00,1.499
563628,MAC004179,2012-05-31 10:00:00,2.1760001
563629,MAC004179,2012-05-31 10:30:00,1.724
563630,MAC004179,2012-05-31 11:00:00,1.96
563631,MAC004179,2012-05-31 11:30:00,2.1329999
563632,MAC004179,2012-05-31 12:00:00,2.464
563633,MAC004179,2012-05-31 12:30:00,2.76
563634,MAC004179,2012-05-31 13:00:00,1.568
563635,MAC004179,2012-05-31 13:30:00,2.7130001
563636,MAC004179,2012-05-31 14:00:00,3.2249999
563637,MAC004179,2012-05-31 14:30:00,2.3740001
563638,MAC004179,2012-05-31 15:00:00,1.325
563639,MAC004179,2012-05-31 15:30:00,1.648
563640,MAC004179,2012-05-31 16:00:00,1.49
563641,MAC004179,2012-05-31 16:30:00,1.575
563642,MAC004179,2012-05-31 17:00:00,1.827
563643,MAC004179,2012-05-31 17:30:00,2.076
563644,MAC004179,2012-05-31 18:00:00,1.661
563645,MAC004179,2012-05-31 18:30:00,1.6900001
563646,MAC004179,2012-05-31 19:00:00,2.3629999
563647,MAC004179,2012-05-31 19:30:00,1.577
563648,MAC004179,2012-05-31 20:00:00,1.197
563649,MAC004179,2012-05-31 20:30:00,1.34
563650,MAC004179,2012-05-31 21:00:00,1.571
563651,MAC004179,2012-05-31 21:30:00,1.529
563652,MAC004179,2012-05-31 22:00:00,1.825
563653,MAC004179,2012-05-31 22:30:00,1.089
563654,MAC004179,2012-05-31 23:00:00,1.306
563655,MAC004179,2012-05-31 23:30:00,1.275
563656,MAC004179,2012-06-01 00:00:00,1.119
563657,MAC004179,2012-06-01 00:30:00,1.27
563658,MAC004179,2012-06-01 01:00:00,1.295
563659,MAC004179,2012-06-01 01:30:00,0.898
563660,MAC004179,2012-06-01 02:00:00,1.619
563661,MAC004179,2012-06-01 02:30:00,1.456
563662,MAC004179,2012-06-01 03:00:00,0.899
563663,MAC004179,2012-06-01 03:30:00,1.523
563664,MAC004179,2012-06-01 04:00:00,1.1
563665,MAC004179,2012-06-01 04:30:00,1.3839999
563666,MAC004179,2012-06-01 05:00:00,1.961
563667,MAC004179,2012-06-01 05:30:00,2.8759999
563668,MAC004179,2012-06-01 06:00:00,2.066
563669,MAC004179,2012-06-01 06:30:00,2.1619999
563670,MAC004179,2012-06-01 07:00:00,1.585
563671,MAC004179,2012-06-01 07:30:00,1.531
563672,MAC004179,2012-06-01 08:00:00,1.206
563673,MAC004179,2012-06-01 08:30:00,1.303
563674,MAC004179,2012-06-01 09:00:00,1.3660001
563675,MAC004179,2012-06-01 09:30:00,1.034
563676,MAC004179,2012-06-01 10:00:00,1.2690001
