,mac,datetime,kwhh
946536,MAC000985,2012-05-04 19:30:00,1.808
946537,MAC000985,2012-05-04 20:00:00,1.6059999
946538,MAC000985,2012-05-04 20:30:00,1.126
946539,MAC000985,2012-05-04 21:00:00,1.3559999
946540,MAC000985,2012-05-04 21:30:00,1.548
946541,MAC000985,2012-05-04 22:00:00,1.337
946542,MAC000985,2012-05-04 22:30:00,1.325
946543,MAC000985,2012-05-04 23:00:00,0.834
946544,MAC000985,2012-05-04 23:30:00,0.945
946545,MAC000985,2012-05-05 00:00:00,0.824
946546,MAC000985,2012-05-05 00:30:00,0.907
946547,MAC000985,2012-05-05 01:00:00,0.815
946548,MAC000985,2012-05-05 01:30:00,0.927
946549,MAC000985,2012-05-05 02:00:00,0.928
946550,MAC000985,2012-05-05 02:30:00,0.968
946551,MAC000985,2012-05-05 03:00:00,0.933
946552,MAC000985,2012-05-05 03:30:00,0.997
946553,MAC000985,2012-05-05 04:00:00,0.911
946554,MAC000985,2012-05-05 04:30:00,1.084
946555,MAC000985,2012-05-05 05:00:00,1.854
946556,MAC000985,2012-05-05 05:30:00,1.8609999
946557,MAC000985,2012-05-05 06:00:00,1.656
946558,MAC000985,2012-05-05 06:30:00,1.261
946559,MAC000985,2012-05-05 07:00:00,1.63
946560,MAC000985,2012-05-05 07:30:00,1.622
946561,MAC000985,2012-05-05 08:00:00,1.418
946562,MAC000985,2012-05-05 08:30:00,1.507
946563,MAC000985,2012-05-05 09:00:00,1.5779999
946564,MAC000985,2012-05-05 09:30:00,1.518
946565,MAC000985,2012-05-05 10:00:00,1.425
946566,MAC000985,2012-05-05 10:30:00,1.4680001
946567,MAC000985,2012-05-05 11:00:00,1.472
946568,MAC000985,2012-05-05 11:30:00,1.362
946569,MAC000985,2012-05-05 12:00:00,0.959
946570,MAC000985,2012-05-05 12:30:00,1.028
946571,MAC000985,2012-05-05 13:00:00,0.9
946572,MAC000985,2012-05-05 13:30:00,0.926
946573,MAC000985,2012-05-05 14:00:00,0.909
946574,MAC000985,2012-05-05 14:30:00,0.927
946575,MAC000985,2012-05-05 15:00:00,0.899
946576,MAC000985,2012-05-05 15:30:00,0.915
946577,MAC000985,2012-05-05 16:00:00,0.928
946578,MAC000985,2012-05-05 16:30:00,0.972
946579,MAC000985,2012-05-05 17:00:00,0.93
946580,MAC000985,2012-05-05 17:30:00,0.964
946581,MAC000985,2012-05-05 18:00:00,1.9809999
946582,MAC000985,2012-05-05 18:30:00,2.112
946583,MAC000985,2012-05-05 19:00:00,2.5940001
946584,MAC000985,2012-05-05 19:30:00,2.473
946585,MAC000985,2012-05-05 20:00:00,3.03
946586,MAC000985,2012-05-05 20:30:00,3.289
946587,MAC000985,2012-05-05 21:00:00,2.6459999
946588,MAC000985,2012-05-05 21:30:00,3.2679999
946589,MAC000985,2012-05-05 22:00:00,2.1099999
946590,MAC000985,2012-05-05 22:30:00,1.9529999
946591,MAC000985,2012-05-05 23:00:00,1.928
946592,MAC000985,2012-05-05 23:30:00,1.341
946593,MAC000985,2012-05-06 00:00:00,1.59
946594,MAC000985,2012-05-06 00:30:00,1.803
946595,MAC000985,2012-05-06 01:00:00,1.168
946596,MAC000985,2012-05-06 01:30:00,1.556
946597,MAC000985,2012-05-06 02:00:00,1.8609999
946598,MAC000985,2012-05-06 02:30:00,1.1849999
946599,MAC000985,2012-05-06 03:00:00,1.575
946600,MAC000985,2012-05-06 03:30:00,1.898
946601,MAC000985,2012-05-06 04:00:00,1.15
946602,MAC000985,2012-05-06 04:30:00,1.712
946603,MAC000985,2012-05-06 05:00:00,2.763
946604,MAC000985,2012-05-06 05:30:00,1.967
946605,MAC000985,2012-05-06 06:00:00,1.6619999
946606,MAC000985,2012-05-06 06:30:00,2.223
946607,MAC000985,2012-05-06 07:00:00,1.641
946608,MAC000985,2012-05-06 07:30:00,1.937
946609,MAC000985,2012-05-06 08:00:00,2.1300001
946610,MAC000985,2012-05-06 08:30:00,2.003
946611,MAC000985,2012-05-06 09:00:00,2.7260001
946612,MAC000985,2012-05-06 09:30:00,3.0150001
946613,MAC000985,2012-05-06 10:00:00,2.642
946614,MAC000985,2012-05-06 10:30:00,3.6140001
946615,MAC000985,2012-05-06 11:00:00,3.7809999
946616,MAC000985,2012-05-06 11:30:00,3.2130001
946617,MAC000985,2012-05-06 12:00:00,2.52
946618,MAC000985,2012-05-06 12:30:00,2.6259999
946619,MAC000985,2012-05-06 13:00:00,2.776
946620,MAC000985,2012-05-06 13:30:00,2.4360001
946621,MAC000985,2012-05-06 14:00:00,2.615
946622,MAC000985,2012-05-06 14:30:00,2.8499999
946623,MAC000985,2012-05-06 15:00:00,2.6860001
946624,MAC000985,2012-05-06 15:30:00,2.612
946625,MAC000985,2012-05-06 16:00:00,1.577
946626,MAC000985,2012-05-06 16:30:00,1.573
946627,MAC000985,2012-05-06 17:00:00,1.541
946628,MAC000985,2012-05-06 17:30:00,1.558
946629,MAC000985,2012-05-06 18:00:00,1.643
946630,MAC000985,2012-05-06 18:30:00,1.763
946631,MAC000985,2012-05-06 19:00:00,2.5090001
946632,MAC000985,2012-05-06 19:30:00,2.3010001
946633,MAC000985,2012-05-06 20:00:00,1.5880001
946634,MAC000985,2012-05-06 20:30:00,1.821
946635,MAC000985,2012-05-06 21:00:00,1.9349999
946636,MAC000985,2012-05-06 21:30:00,2.096
946637,MAC000985,2012-05-06 22:00:00,2.9760001
946638,MAC000985,2012-05-06 22:30:00,2.8770001
946639,MAC000985,2012-05-06 23:00:00,2.1329999
946640,MAC000985,2012-05-06 23:30:00,2.1059999
946641,MAC000985,2012-05-07 00:00:00,2.027
946642,MAC000985,2012-05-07 00:30:00,1.546
946643,MAC000985,2012-05-07 01:00:00,1.373
946644,MAC000985,2012-05-07 01:30:00,1.376
946645,MAC000985,2012-05-07 02:00:00,1.403
946646,MAC000985,2012-05-07 02:30:00,1.414
946647,MAC000985,2012-05-07 03:00:00,1.35
946648,MAC000985,2012-05-07 03:30:00,1.381
946649,MAC000985,2012-05-07 04:00:00,1.399
946650,MAC000985,2012-05-07 04:30:00,1.541
946651,MAC000985,2012-05-07 05:00:00,2.2639999
946652,MAC000985,2012-05-07 05:30:00,2.2739999
946653,MAC000985,2012-05-07 06:00:00,1.682
946654,MAC000985,2012-05-07 06:30:00,1.7309999
946655,MAC000985,2012-05-07 07:00:00,2.0439999
946656,MAC000985,2012-05-07 07:30:00,2.1229999
946657,MAC000985,2012-05-07 08:00:00,2.0239999
946658,MAC000985,2012-05-07 08:30:00,1.6670001
946659,MAC000985,2012-05-07 09:00:00,1.753
946660,MAC000985,2012-05-07 09:30:00,1.654
946661,MAC000985,2012-05-07 10:00:00,1.944
946662,MAC000985,2012-05-07 10:30:00,1.614
946663,MAC000985,2012-05-07 11:00:00,1.8710001
946664,MAC000985,2012-05-07 11:30:00,1.8890001
946665,MAC000985,2012-05-07 12:00:00,1.8200001
946666,MAC000985,2012-05-07 12:30:00,2.3199999
946667,MAC000985,2012-05-07 13:00:00,1.8789999
946668,MAC000985,2012-05-07 13:30:00,1.222
946669,MAC000985,2012-05-07 14:00:00,1.716
946670,MAC000985,2012-05-07 14:30:00,1.795
946671,MAC000985,2012-05-07 15:00:00,1.796
946672,MAC000985,2012-05-07 15:30:00,1.3380001
946673,MAC000985,2012-05-07 16:00:00,1.224
946674,MAC000985,2012-05-07 16:30:00,1.229
946675,MAC000985,2012-05-07 17:00:00,1.411
946676,MAC000985,2012-05-07 17:30:00,1.944
946677,MAC000985,2012-05-07 18:00:00,1.9680001
946678,MAC000985,2012-05-07 18:30:00,1.84
946679,MAC000985,2012-05-07 19:00:00,2.0339999
946680,MAC000985,2012-05-07 19:30:00,1.865
946681,MAC000985,2012-05-07 20:00:00,1.164
946682,MAC000985,2012-05-07 20:30:00,1.38
946683,MAC000985,2012-05-07 21:00:00,1.471
946684,MAC000985,2012-05-07 21:30:00,2.283
946685,MAC000985,2012-05-07 22:00:00,2.733
946686,MAC000985,2012-05-07 22:30:00,1.541
946687,MAC000985,2012-05-07 23:00:00,1.654
946688,MAC000985,2012-05-07 23:30:00,1.699
946689,MAC000985,2012-05-08 00:00:00,1.012
946690,MAC000985,2012-05-08 00:30:00,1.395
946691,MAC000985,2012-05-08 01:00:00,1.595
946692,MAC000985,2012-05-08 01:30:00,1.072
946693,MAC000985,2012-05-08 02:00:00,1.3559999
946694,MAC000985,2012-05-08 02:30:00,1.591
946695,MAC000985,2012-05-08 03:00:00,1.085
946696,MAC000985,2012-05-08 03:30:00,1.347
946697,MAC000985,2012-05-08 04:00:00,1.586
946698,MAC000985,2012-05-08 04:30:00,1.164
946699,MAC000985,2012-05-08 05:00:00,2.2709999
946700,MAC000985,2012-05-08 05:30:00,2.3429999
946701,MAC000985,2012-05-08 06:00:00,1.117
946702,MAC000985,2012-05-08 06:30:00,1.809
946703,MAC000985,2012-05-08 07:00:00,2.4430001
946704,MAC000985,2012-05-08 07:30:00,1.848
946705,MAC000985,2012-05-08 08:00:00,2.552
946706,MAC000985,2012-05-08 08:30:00,3.0699999
946707,MAC000985,2012-05-08 09:00:00,3.4749999
946708,MAC000985,2012-05-08 09:30:00,2.941
946709,MAC000985,2012-05-08 10:00:00,2.8970001
946710,MAC000985,2012-05-08 10:30:00,3.4820001
946711,MAC000985,2012-05-08 11:00:00,2.1570001
946712,MAC000985,2012-05-08 11:30:00,2.3269999
946713,MAC000985,2012-05-08 12:00:00,1.899
946714,MAC000985,2012-05-08 12:30:00,1.778
946715,MAC000985,2012-05-08 13:00:00,2.7490001
946716,MAC000985,2012-05-08 13:30:00,1.778
946717,MAC000985,2012-05-08 14:00:00,1.653
946718,MAC000985,2012-05-08 14:30:00,1.438
946719,MAC000985,2012-05-08 15:00:00,1.4960001
946720,MAC000985,2012-05-08 15:30:00,2.1459999
946721,MAC000985,2012-05-08 16:00:00,1.5190001
946722,MAC000985,2012-05-08 16:30:00,1.615
946723,MAC000985,2012-05-08 17:00:00,1.7029999
946724,MAC000985,2012-05-08 17:30:00,1.74
946725,MAC000985,2012-05-08 18:00:00,1.693
946726,MAC000985,2012-05-08 18:30:00,2.395
946727,MAC000985,2012-05-08 19:00:00,3.2539999
946728,MAC000985,2012-05-08 19:30:00,2.9059999
946729,MAC000985,2012-05-08 20:00:00,2.4909999
946730,MAC000985,2012-05-08 20:30:00,2.612
946731,MAC000985,2012-05-08 21:00:00,2.5769999
946732,MAC000985,2012-05-08 21:30:00,2.5510001
946733,MAC000985,2012-05-08 22:00:00,2.217
946734,MAC000985,2012-05-08 22:30:00,1.699
946735,MAC000985,2012-05-08 23:00:00,1.39
946736,MAC000985,2012-05-08 23:30:00,1.308
946737,MAC000985,2012-05-09 00:00:00,1.196
946738,MAC000985,2012-05-09 00:30:00,1.148
946739,MAC000985,2012-05-09 01:00:00,1.0829999
946740,MAC000985,2012-05-09 01:30:00,1.126
946741,MAC000985,2012-05-09 02:00:00,1.145
946742,MAC000985,2012-05-09 02:30:00,1.1440001
946743,MAC000985,2012-05-09 03:00:00,1.145
946744,MAC000985,2012-05-09 03:30:00,1.14
946745,MAC000985,2012-05-09 04:00:00,1.1339999
946746,MAC000985,2012-05-09 04:30:00,1.255
946747,MAC000985,2012-05-09 05:00:00,2.073
946748,MAC000985,2012-05-09 05:30:00,1.694
946749,MAC000985,2012-05-09 06:00:00,1.223
946750,MAC000985,2012-05-09 06:30:00,1.5089999
946751,MAC000985,2012-05-09 07:00:00,1.847
946752,MAC000985,2012-05-09 07:30:00,2.049
946753,MAC000985,2012-05-09 08:00:00,2.2479999
946754,MAC000985,2012-05-09 08:30:00,2.437
946755,MAC000985,2012-05-09 09:00:00,2.842
946756,MAC000985,2012-05-09 09:30:00,2.4590001
946757,MAC000985,2012-05-09 10:00:00,2.7290001
946758,MAC000985,2012-05-09 10:30:00,2.9100001
946759,MAC000985,2012-05-09 11:00:00,3.171
946760,MAC000985,2012-05-09 11:30:00,2.727
946761,MAC000985,2012-05-09 12:00:00,2.302
946762,MAC000985,2012-05-09 12:30:00,2.579
946763,MAC000985,2012-05-09 13:00:00,2.2639999
946764,MAC000985,2012-05-09 13:30:00,2.109
946765,MAC000985,2012-05-09 14:00:00,2.2179999
946766,MAC000985,2012-05-09 14:30:00,2.1989999
946767,MAC000985,2012-05-09 15:00:00,2.6900001
946768,MAC000985,2012-05-09 15:30:00,2.7379999
946769,MAC000985,2012-05-09 16:00:00,2.325
946770,MAC000985,2012-05-09 16:30:00,3.227
946771,MAC000985,2012-05-09 17:00:00,3.128
946772,MAC000985,2012-05-09 17:30:00,3.7060001
946773,MAC000985,2012-05-09 18:00:00,2.6930001
946774,MAC000985,2012-05-09 18:30:00,2.8099999
946775,MAC000985,2012-05-09 19:00:00,2.404
946776,MAC000985,2012-05-09 19:30:00,2.5669999
946777,MAC000985,2012-05-09 20:00:00,2.6070001
946778,MAC000985,2012-05-09 20:30:00,2.243
946779,MAC000985,2012-05-09 21:00:00,2.2260001
946780,MAC000985,2012-05-09 21:30:00,2.214
946781,MAC000985,2012-05-09 22:00:00,1.8380001
946782,MAC000985,2012-05-09 22:30:00,1.403
946783,MAC000985,2012-05-09 23:00:00,1.072
946784,MAC000985,2012-05-09 23:30:00,1.094
946785,MAC000985,2012-05-10 00:00:00,1.028
946786,MAC000985,2012-05-10 00:30:00,0.992
946787,MAC000985,2012-05-10 01:00:00,1.0089999
946788,MAC000985,2012-05-10 01:30:00,1.074
946789,MAC000985,2012-05-10 02:00:00,1.0599999
946790,MAC000985,2012-05-10 02:30:00,1.053
946791,MAC000985,2012-05-10 03:00:00,1.043
946792,MAC000985,2012-05-10 03:30:00,1.094
946793,MAC000985,2012-05-10 04:00:00,1.048
946794,MAC000985,2012-05-10 04:30:00,1.1799999
946795,MAC000985,2012-05-10 05:00:00,1.993
946796,MAC000985,2012-05-10 05:30:00,1.266
946797,MAC000985,2012-05-10 06:00:00,1.194
946798,MAC000985,2012-05-10 06:30:00,1.434
946799,MAC000985,2012-05-10 07:00:00,1.862
946800,MAC000985,2012-05-10 07:30:00,2.3399999
946801,MAC000985,2012-05-10 08:00:00,1.961
946802,MAC000985,2012-05-10 08:30:00,2.5969999
946803,MAC000985,2012-05-10 09:00:00,2.326
946804,MAC000985,2012-05-10 09:30:00,1.493
946805,MAC000985,2012-05-10 10:00:00,0.966
946806,MAC000985,2012-05-10 10:30:00,1.973
946807,MAC000985,2012-05-10 11:00:00,1.982
946808,MAC000985,2012-05-10 11:30:00,1.643
946809,MAC000985,2012-05-10 12:00:00,1.048
946810,MAC000985,2012-05-10 12:30:00,2.016
946811,MAC000985,2012-05-10 13:00:00,2.5799999
946812,MAC000985,2012-05-10 13:30:00,2.2839999
946813,MAC000985,2012-05-10 14:00:00,3.4660001
946814,MAC000985,2012-05-10 14:30:00,3.585
946815,MAC000985,2012-05-10 15:00:00,3.323
946816,MAC000985,2012-05-10 15:30:00,3.2820001
946817,MAC000985,2012-05-10 16:00:00,3.2179999
946818,MAC000985,2012-05-10 16:30:00,2.7449999
946819,MAC000985,2012-05-10 17:00:00,2.6860001
946820,MAC000985,2012-05-10 17:30:00,2.2079999
946821,MAC000985,2012-05-10 18:00:00,1.428
946822,MAC000985,2012-05-10 18:30:00,1.324
946823,MAC000985,2012-05-10 19:00:00,1.358
946824,MAC000985,2012-05-10 19:30:00,1.365
946825,MAC000985,2012-05-10 20:00:00,1.326
946826,MAC000985,2012-05-10 20:30:00,1.474
946827,MAC000985,2012-05-10 21:00:00,3.1340001
946828,MAC000985,2012-05-10 21:30:00,2.52
946829,MAC000985,2012-05-10 22:00:00,1.79
946830,MAC000985,2012-05-10 22:30:00,1.786
946831,MAC000985,2012-05-10 23:00:00,1.3049999
946832,MAC000985,2012-05-10 23:30:00,1.334
946833,MAC000985,2012-05-11 00:00:00,1.226
946834,MAC000985,2012-05-11 00:30:00,1.2359999
946835,MAC000985,2012-05-11 01:00:00,1.258
946836,MAC000985,2012-05-11 01:30:00,1.314
946837,MAC000985,2012-05-11 02:00:00,2.073
946838,MAC000985,2012-05-11 02:30:00,1.362
946839,MAC000985,2012-05-11 03:00:00,1.3660001
946840,MAC000985,2012-05-11 03:30:00,1.381
946841,MAC000985,2012-05-11 04:00:00,1.3279999
946842,MAC000985,2012-05-11 04:30:00,1.362
946843,MAC000985,2012-05-11 05:00:00,1.376
946844,MAC000985,2012-05-11 05:30:00,1.4809999
946845,MAC000985,2012-05-11 06:00:00,2.266
946846,MAC000985,2012-05-11 06:30:00,1.489
946847,MAC000985,2012-05-11 07:00:00,1.62
946848,MAC000985,2012-05-11 07:30:00,1.601
946849,MAC000985,2012-05-11 08:00:00,1.402
946850,MAC000985,2012-05-11 08:30:00,1.683
946851,MAC000985,2012-05-11 09:00:00,2.1300001
946852,MAC000985,2012-05-11 09:30:00,1.853
946853,MAC000985,2012-05-11 10:00:00,1.582
946854,MAC000985,2012-05-11 10:30:00,2.0539999
946855,MAC000985,2012-05-11 11:00:00,2.2520001
946856,MAC000985,2012-05-11 11:30:00,1.751
946857,MAC000985,2012-05-11 12:00:00,2.3399999
946858,MAC000985,2012-05-11 12:30:00,1.87
946859,MAC000985,2012-05-11 13:00:00,1.784
946860,MAC000985,2012-05-11 13:30:00,1.898
946861,MAC000985,2012-05-11 14:00:00,1.976
946862,MAC000985,2012-05-11 14:30:00,1.653
946863,MAC000985,2012-05-11 15:00:00,3.1110001
946864,MAC000985,2012-05-11 15:30:00,2.7019999
946865,MAC000985,2012-05-11 16:00:00,2.575
946866,MAC000985,2012-05-11 16:30:00,1.9529999
946867,MAC000985,2012-05-11 17:00:00,1.638
946868,MAC000985,2012-05-11 17:30:00,1.001
946869,MAC000985,2012-05-11 18:00:00,1.469
946870,MAC000985,2012-05-11 18:30:00,1.9579999
946871,MAC000985,2012-05-11 19:00:00,2.7909999
946872,MAC000985,2012-05-11 19:30:00,2.1129999
946873,MAC000985,2012-05-11 20:00:00,2.1029999
946874,MAC000985,2012-05-11 20:30:00,2.5350001
946875,MAC000985,2012-05-11 21:00:00,3.756
946876,MAC000985,2012-05-11 21:30:00,2.619
946877,MAC000985,2012-05-11 22:00:00,2.951
946878,MAC000985,2012-05-11 22:30:00,2.244
946879,MAC000985,2012-05-11 23:00:00,1.137
946880,MAC000985,2012-05-11 23:30:00,1.7869999
946881,MAC000985,2012-05-12 00:00:00,1.348
946882,MAC000985,2012-05-12 00:30:00,0.977
946883,MAC000985,2012-05-12 01:00:00,1.6059999
946884,MAC000985,2012-05-12 01:30:00,1.313
946885,MAC000985,2012-05-12 02:00:00,1.029
946886,MAC000985,2012-05-12 02:30:00,1.624
946887,MAC000985,2012-05-12 03:00:00,1.3200001
946888,MAC000985,2012-05-12 03:30:00,0.975
946889,MAC000985,2012-05-12 04:00:00,1.626
946890,MAC000985,2012-05-12 04:30:00,1.459
946891,MAC000985,2012-05-12 05:00:00,1.846
946892,MAC000985,2012-05-12 05:30:00,2.1099999
946893,MAC000985,2012-05-12 06:00:00,1.4529999
946894,MAC000985,2012-05-12 06:30:00,1.401
946895,MAC000985,2012-05-12 07:00:00,1.999
946896,MAC000985,2012-05-12 07:30:00,2.0050001
946897,MAC000985,2012-05-12 08:00:00,1.483
946898,MAC000985,2012-05-12 08:30:00,2.4820001
946899,MAC000985,2012-05-12 09:00:00,1.653
946900,MAC000985,2012-05-12 09:30:00,1.608
946901,MAC000985,2012-05-12 10:00:00,2.1400001
946902,MAC000985,2012-05-12 10:30:00,1.758
946903,MAC000985,2012-05-12 11:00:00,1.51
946904,MAC000985,2012-05-12 11:30:00,1.306
946905,MAC000985,2012-05-12 12:00:00,1.125
946906,MAC000985,2012-05-12 12:30:00,1.358
946907,MAC000985,2012-05-12 13:00:00,1.541
946908,MAC000985,2012-05-12 13:30:00,1.487
946909,MAC000985,2012-05-12 14:00:00,1.304
946910,MAC000985,2012-05-12 14:30:00,2.0880001
946911,MAC000985,2012-05-12 15:00:00,3.0150001
946912,MAC000985,2012-05-12 15:30:00,2.1960001
946913,MAC000985,2012-05-12 16:00:00,1.993
946914,MAC000985,2012-05-12 16:30:00,2.1300001
946915,MAC000985,2012-05-12 17:00:00,1.853
946916,MAC000985,2012-05-12 17:30:00,2.2479999
946917,MAC000985,2012-05-12 18:00:00,2.223
946918,MAC000985,2012-05-12 18:30:00,2.046
946919,MAC000985,2012-05-12 19:00:00,1.7640001
946920,MAC000985,2012-05-12 19:30:00,2.0929999
946921,MAC000985,2012-05-12 20:00:00,1.791
946922,MAC000985,2012-05-12 20:30:00,2.076
946923,MAC000985,2012-05-12 21:00:00,1.837
946924,MAC000985,2012-05-12 21:30:00,2.0639999
946925,MAC000985,2012-05-12 22:00:00,2.3429999
946926,MAC000985,2012-05-12 22:30:00,2.335
946927,MAC000985,2012-05-12 23:00:00,1.6289999
946928,MAC000985,2012-05-12 23:30:00,1.138
946929,MAC000985,2012-05-13 00:00:00,0.799
946930,MAC000985,2012-05-13 00:30:00,0.787
946931,MAC000985,2012-05-13 01:00:00,0.739
946932,MAC000985,2012-05-13 01:30:00,0.78
946933,MAC000985,2012-05-13 02:00:00,0.792
946934,MAC000985,2012-05-13 02:30:00,0.783
946935,MAC000985,2012-05-13 03:00:00,0.813
946936,MAC000985,2012-05-13 03:30:00,0.787
946937,MAC000985,2012-05-13 04:00:00,0.785
946938,MAC000985,2012-05-13 04:30:00,0.919
946939,MAC000985,2012-05-13 05:00:00,1.712
946940,MAC000985,2012-05-13 05:30:00,1.262
946941,MAC000985,2012-05-13 06:00:00,0.97
946942,MAC000985,2012-05-13 06:30:00,1.223
