,mac,datetime,kwhh
691462,MAC000584,2012-04-14 14:00:00,0.061
691463,MAC000584,2012-04-14 14:30:00,0.06
691464,MAC000584,2012-04-14 15:00:00,0.06
691465,MAC000584,2012-04-14 15:30:00,0.1
691466,MAC000584,2012-04-14 16:00:00,0.125
691467,MAC000584,2012-04-14 16:30:00,0.107
691468,MAC000584,2012-04-14 17:00:00,0.102
691469,MAC000584,2012-04-14 17:30:00,0.103
691470,MAC000584,2012-04-14 18:00:00,0.101
691471,MAC000584,2012-04-14 18:30:00,0.062
691472,MAC000584,2012-04-14 19:00:00,0.09
691473,MAC000584,2012-04-14 19:30:00,0.125
691474,MAC000584,2012-04-14 20:00:00,0.125
691475,MAC000584,2012-04-14 20:30:00,0.075
691476,MAC000584,2012-04-14 21:00:00,0.076
691477,MAC000584,2012-04-14 21:30:00,0.196
691478,MAC000584,2012-04-14 22:00:00,0.072
691479,MAC000584,2012-04-14 22:30:00,0.04
691480,MAC000584,2012-04-14 23:00:00,0.014
691481,MAC000584,2012-04-14 23:30:00,0.015
691482,MAC000584,2012-04-15 00:00:00,0.033
691483,MAC000584,2012-04-15 00:30:00,0.016
691484,MAC000584,2012-04-15 01:00:00,0.014
691485,MAC000584,2012-04-15 01:30:00,0.014
691486,MAC000584,2012-04-15 02:00:00,0.03
691487,MAC000584,2012-04-15 02:30:00,0.02
691488,MAC000584,2012-04-15 03:00:00,0.015
691489,MAC000584,2012-04-15 03:30:00,0.014
691490,MAC000584,2012-04-15 04:00:00,0.026
691491,MAC000584,2012-04-15 04:30:00,0.025
691492,MAC000584,2012-04-15 05:00:00,0.015
691493,MAC000584,2012-04-15 05:30:00,0.018
691494,MAC000584,2012-04-15 06:00:00,0.023
691495,MAC000584,2012-04-15 06:30:00,0.067
691496,MAC000584,2012-04-15 07:00:00,0.124
691497,MAC000584,2012-04-15 07:30:00,0.075
691498,MAC000584,2012-04-15 08:00:00,0.208
691499,MAC000584,2012-04-15 08:30:00,0.07
691500,MAC000584,2012-04-15 09:00:00,0.014
691501,MAC000584,2012-04-15 09:30:00,0.014
691502,MAC000584,2012-04-15 10:00:00,0.014
691503,MAC000584,2012-04-15 10:30:00,0.028
691504,MAC000584,2012-04-15 11:00:00,0.021
691505,MAC000584,2012-04-15 11:30:00,0.014
691506,MAC000584,2012-04-15 12:00:00,0.013
691507,MAC000584,2012-04-15 12:30:00,0.025
691508,MAC000584,2012-04-15 13:00:00,0.024
691509,MAC000584,2012-04-15 13:30:00,0.236
691510,MAC000584,2012-04-15 14:00:00,0.062
691511,MAC000584,2012-04-15 14:30:00,0.071
691512,MAC000584,2012-04-15 15:00:00,0.074
691513,MAC000584,2012-04-15 15:30:00,0.058
691514,MAC000584,2012-04-15 16:00:00,0.05
691515,MAC000584,2012-04-15 16:30:00,0.056
691516,MAC000584,2012-04-15 17:00:00,0.074
691517,MAC000584,2012-04-15 17:30:00,0.229
691518,MAC000584,2012-04-15 18:00:00,0.09
691519,MAC000584,2012-04-15 18:30:00,0.057
691520,MAC000584,2012-04-15 19:00:00,0.062
691521,MAC000584,2012-04-15 19:30:00,0.132
691522,MAC000584,2012-04-15 20:00:00,0.277
691523,MAC000584,2012-04-15 20:30:00,0.099
691524,MAC000584,2012-04-15 21:00:00,0.107
691525,MAC000584,2012-04-15 21:30:00,0.043
691526,MAC000584,2012-04-15 22:00:00,0.039
691527,MAC000584,2012-04-15 22:30:00,0.012
691528,MAC000584,2012-04-15 23:00:00,0.014
691529,MAC000584,2012-04-15 23:30:00,0.014
691530,MAC000584,2012-04-16 00:00:00,0.033
691531,MAC000584,2012-04-16 00:30:00,0.016
691532,MAC000584,2012-04-16 01:00:00,0.014
691533,MAC000584,2012-04-16 01:30:00,0.014
691534,MAC000584,2012-04-16 02:00:00,0.032
691535,MAC000584,2012-04-16 02:30:00,0.016
691536,MAC000584,2012-04-16 03:00:00,0.015
691537,MAC000584,2012-04-16 03:30:00,0.014
691538,MAC000584,2012-04-16 04:00:00,0.031
691539,MAC000584,2012-04-16 04:30:00,0.018
691540,MAC000584,2012-04-16 05:00:00,0.014
691541,MAC000584,2012-04-16 05:30:00,0.015
691542,MAC000584,2012-04-16 06:00:00,0.028
691543,MAC000584,2012-04-16 06:30:00,0.064
691544,MAC000584,2012-04-16 07:00:00,0.064
691545,MAC000584,2012-04-16 07:30:00,0.163
691546,MAC000584,2012-04-16 08:00:00,0.074
691547,MAC000584,2012-04-16 08:30:00,0.07
691548,MAC000584,2012-04-16 09:00:00,0.03
691549,MAC000584,2012-04-16 09:30:00,0.014
691550,MAC000584,2012-04-16 10:00:00,0.015
691551,MAC000584,2012-04-16 10:30:00,0.033
691552,MAC000584,2012-04-16 11:00:00,0.013
691553,MAC000584,2012-04-16 11:30:00,0.014
691554,MAC000584,2012-04-16 12:00:00,0.013
691555,MAC000584,2012-04-16 12:30:00,0.029
691556,MAC000584,2012-04-16 13:00:00,0.019
691557,MAC000584,2012-04-16 13:30:00,0.014
691558,MAC000584,2012-04-16 14:00:00,0.014
691559,MAC000584,2012-04-16 14:30:00,0.024
691560,MAC000584,2012-04-16 15:00:00,0.024
691561,MAC000584,2012-04-16 15:30:00,0.013
691562,MAC000584,2012-04-16 16:00:00,0.013
691563,MAC000584,2012-04-16 16:30:00,0.017
691564,MAC000584,2012-04-16 17:00:00,0.032
691565,MAC000584,2012-04-16 17:30:00,0.012
691566,MAC000584,2012-04-16 18:00:00,0.013
691567,MAC000584,2012-04-16 18:30:00,0.014
691568,MAC000584,2012-04-16 19:00:00,0.03
691569,MAC000584,2012-04-16 19:30:00,0.02
691570,MAC000584,2012-04-16 20:00:00,0.032
691571,MAC000584,2012-04-16 20:30:00,0.034
691572,MAC000584,2012-04-16 21:00:00,0.029
691573,MAC000584,2012-04-16 21:30:00,0.029
691574,MAC000584,2012-04-16 22:00:00,0.013
691575,MAC000584,2012-04-16 22:30:00,0.039
691576,MAC000584,2012-04-16 23:00:00,0.017
691577,MAC000584,2012-04-16 23:30:00,0.032
691578,MAC000584,2012-04-17 00:00:00,0.014
691579,MAC000584,2012-04-17 00:30:00,0.014
691580,MAC000584,2012-04-17 01:00:00,0.014
691581,MAC000584,2012-04-17 01:30:00,0.027
691582,MAC000584,2012-04-17 02:00:00,0.022
691583,MAC000584,2012-04-17 02:30:00,0.015
691584,MAC000584,2012-04-17 03:00:00,0.014
691585,MAC000584,2012-04-17 03:30:00,0.019
691586,MAC000584,2012-04-17 04:00:00,0.031
691587,MAC000584,2012-04-17 04:30:00,0.013
691588,MAC000584,2012-04-17 05:00:00,0.014
691589,MAC000584,2012-04-17 05:30:00,0.014
691590,MAC000584,2012-04-17 06:00:00,0.028
691591,MAC000584,2012-04-17 06:30:00,0.02
691592,MAC000584,2012-04-17 07:00:00,0.014
691593,MAC000584,2012-04-17 07:30:00,0.013
691594,MAC000584,2012-04-17 08:00:00,0.02
691595,MAC000584,2012-04-17 08:30:00,0.029
691596,MAC000584,2012-04-17 09:00:00,0.012
691597,MAC000584,2012-04-17 09:30:00,0.013
691598,MAC000584,2012-04-17 10:00:00,0.014
691599,MAC000584,2012-04-17 10:30:00,0.027
691600,MAC000584,2012-04-17 11:00:00,0.021
691601,MAC000584,2012-04-17 11:30:00,0.014
691602,MAC000584,2012-04-17 12:00:00,0.014
691603,MAC000584,2012-04-17 12:30:00,0.018
691604,MAC000584,2012-04-17 13:00:00,0.032
691605,MAC000584,2012-04-17 13:30:00,0.013
691606,MAC000584,2012-04-17 14:00:00,0.014
691607,MAC000584,2012-04-17 14:30:00,0.013
691608,MAC000584,2012-04-17 15:00:00,0.025
691609,MAC000584,2012-04-17 15:30:00,0.024
691610,MAC000584,2012-04-17 16:00:00,0.013
691611,MAC000584,2012-04-17 16:30:00,0.013
691612,MAC000584,2012-04-17 17:00:00,0.013
691613,MAC000584,2012-04-17 17:30:00,0.032
691614,MAC000584,2012-04-17 18:00:00,0.016
691615,MAC000584,2012-04-17 18:30:00,0.014
691616,MAC000584,2012-04-17 19:00:00,0.013
691617,MAC000584,2012-04-17 19:30:00,0.023
691618,MAC000584,2012-04-17 20:00:00,0.061
691619,MAC000584,2012-04-17 20:30:00,0.018
691620,MAC000584,2012-04-17 21:00:00,0.02
691621,MAC000584,2012-04-17 21:30:00,0.036
691622,MAC000584,2012-04-17 22:00:00,0.028
691623,MAC000584,2012-04-17 22:30:00,0.021
691624,MAC000584,2012-04-17 23:00:00,0.015
691625,MAC000584,2012-04-17 23:30:00,0.014
691626,MAC000584,2012-04-18 00:00:00,0.018
691627,MAC000584,2012-04-18 00:30:00,0.032
691628,MAC000584,2012-04-18 01:00:00,0.014
691629,MAC000584,2012-04-18 01:30:00,0.014
691630,MAC000584,2012-04-18 02:00:00,0.014
691631,MAC000584,2012-04-18 02:30:00,0.026
691632,MAC000584,2012-04-18 03:00:00,0.025
691633,MAC000584,2012-04-18 03:30:00,0.014
691634,MAC000584,2012-04-18 04:00:00,0.014
691635,MAC000584,2012-04-18 04:30:00,0.016
691636,MAC000584,2012-04-18 05:00:00,0.032
691637,MAC000584,2012-04-18 05:30:00,0.017
691638,MAC000584,2012-04-18 06:00:00,0.014
691639,MAC000584,2012-04-18 06:30:00,0.05
691640,MAC000584,2012-04-18 07:00:00,0.063
691641,MAC000584,2012-04-18 07:30:00,0.029
691642,MAC000584,2012-04-18 08:00:00,0.013
691643,MAC000584,2012-04-18 08:30:00,0.014
691644,MAC000584,2012-04-18 09:00:00,0.014
691645,MAC000584,2012-04-18 09:30:00,0.028
691646,MAC000584,2012-04-18 10:00:00,0.021
691647,MAC000584,2012-04-18 10:30:00,0.013
691648,MAC000584,2012-04-18 11:00:00,0.014
691649,MAC000584,2012-04-18 11:30:00,0.019
691650,MAC000584,2012-04-18 12:00:00,0.032
691651,MAC000584,2012-04-18 12:30:00,0.012
691652,MAC000584,2012-04-18 13:00:00,0.014
691653,MAC000584,2012-04-18 13:30:00,0.014
691654,MAC000584,2012-04-18 14:00:00,0.024
691655,MAC000584,2012-04-18 14:30:00,0.026
691656,MAC000584,2012-04-18 15:00:00,0.014
691657,MAC000584,2012-04-18 15:30:00,0.052
691658,MAC000584,2012-04-18 16:00:00,0.031
691659,MAC000584,2012-04-18 16:30:00,0.032
691660,MAC000584,2012-04-18 17:00:00,0.015
691661,MAC000584,2012-04-18 17:30:00,0.014
691662,MAC000584,2012-04-18 18:00:00,0.013
691663,MAC000584,2012-04-18 18:30:00,0.023
691664,MAC000584,2012-04-18 19:00:00,0.025
691665,MAC000584,2012-04-18 19:30:00,0.039
691666,MAC000584,2012-04-18 20:00:00,0.019
691667,MAC000584,2012-04-18 20:30:00,0.02
691668,MAC000584,2012-04-18 21:00:00,0.036
691669,MAC000584,2012-04-18 21:30:00,0.035
691670,MAC000584,2012-04-18 22:00:00,0.042
691671,MAC000584,2012-04-18 22:30:00,0.014
691672,MAC000584,2012-04-18 23:00:00,0.024
691673,MAC000584,2012-04-18 23:30:00,0.026
691674,MAC000584,2012-04-19 00:00:00,0.013
691675,MAC000584,2012-04-19 00:30:00,0.014
691676,MAC000584,2012-04-19 01:00:00,0.015
691677,MAC000584,2012-04-19 01:30:00,0.031
691678,MAC000584,2012-04-19 02:00:00,0.019
691679,MAC000584,2012-04-19 02:30:00,0.015
691680,MAC000584,2012-04-19 03:00:00,0.014
691681,MAC000584,2012-04-19 03:30:00,0.023
691682,MAC000584,2012-04-19 04:00:00,0.029
691683,MAC000584,2012-04-19 04:30:00,0.014
691684,MAC000584,2012-04-19 05:00:00,0.014
691685,MAC000584,2012-04-19 05:30:00,0.014
691686,MAC000584,2012-04-19 06:00:00,0.029
691687,MAC000584,2012-04-19 06:30:00,0.058
691688,MAC000584,2012-04-19 07:00:00,0.058
691689,MAC000584,2012-04-19 07:30:00,0.013
691690,MAC000584,2012-04-19 08:00:00,0.016
691691,MAC000584,2012-04-19 08:30:00,0.032
691692,MAC000584,2012-04-19 09:00:00,0.014
691693,MAC000584,2012-04-19 09:30:00,0.013
691694,MAC000584,2012-04-19 10:00:00,0.014
691695,MAC000584,2012-04-19 10:30:00,0.023
691696,MAC000584,2012-04-19 11:00:00,0.026
691697,MAC000584,2012-04-19 11:30:00,0.013
691698,MAC000584,2012-04-19 12:00:00,0.014
691699,MAC000584,2012-04-19 12:30:00,0.014
691700,MAC000584,2012-04-19 13:00:00,0.031
691701,MAC000584,2012-04-19 13:30:00,0.018
691702,MAC000584,2012-04-19 14:00:00,0.013
691703,MAC000584,2012-04-19 14:30:00,0.014
691704,MAC000584,2012-04-19 15:00:00,0.018
691705,MAC000584,2012-04-19 15:30:00,0.07
691706,MAC000584,2012-04-19 16:00:00,0.027
691707,MAC000584,2012-04-19 16:30:00,0.013
691708,MAC000584,2012-04-19 17:00:00,0.014
691709,MAC000584,2012-04-19 17:30:00,0.025
691710,MAC000584,2012-04-19 18:00:00,0.022
691711,MAC000584,2012-04-19 18:30:00,0.013
691712,MAC000584,2012-04-19 19:00:00,0.013
691713,MAC000584,2012-04-19 19:30:00,0.087
691714,MAC000584,2012-04-19 20:00:00,0.037
691715,MAC000584,2012-04-19 20:30:00,0.02
691716,MAC000584,2012-04-19 21:00:00,0.019
691717,MAC000584,2012-04-19 21:30:00,0.036
691718,MAC000584,2012-04-19 22:00:00,0.024
691719,MAC000584,2012-04-19 22:30:00,0.026
691720,MAC000584,2012-04-19 23:00:00,0.013
691721,MAC000584,2012-04-19 23:30:00,0.014
691722,MAC000584,2012-04-20 00:00:00,0.014
691723,MAC000584,2012-04-20 00:30:00,0.032
691724,MAC000584,2012-04-20 01:00:00,0.018
691725,MAC000584,2012-04-20 01:30:00,0.014
691726,MAC000584,2012-04-20 02:00:00,0.015
691727,MAC000584,2012-04-20 02:30:00,0.021
691728,MAC000584,2012-04-20 03:00:00,0.03
691729,MAC000584,2012-04-20 03:30:00,0.027
691730,MAC000584,2012-04-20 04:00:00,0.015
691731,MAC000584,2012-04-20 04:30:00,0.014
691732,MAC000584,2012-04-20 05:00:00,0.026
691733,MAC000584,2012-04-20 05:30:00,0.024
691734,MAC000584,2012-04-20 06:00:00,0.014
691735,MAC000584,2012-04-20 06:30:00,0.051
691736,MAC000584,2012-04-20 07:00:00,0.061
691737,MAC000584,2012-04-20 07:30:00,0.031
691738,MAC000584,2012-04-20 08:00:00,0.018
691739,MAC000584,2012-04-20 08:30:00,0.013
691740,MAC000584,2012-04-20 09:00:00,0.014
691741,MAC000584,2012-04-20 09:30:00,0.021
691742,MAC000584,2012-04-20 10:00:00,0.029
691743,MAC000584,2012-04-20 10:30:00,0.013
691744,MAC000584,2012-04-20 11:00:00,0.014
691745,MAC000584,2012-04-20 11:30:00,0.013
691746,MAC000584,2012-04-20 12:00:00,0.029
691747,MAC000584,2012-04-20 12:30:00,0.02
691748,MAC000584,2012-04-20 13:00:00,0.014
691749,MAC000584,2012-04-20 13:30:00,0.013
691750,MAC000584,2012-04-20 14:00:00,0.018
691751,MAC000584,2012-04-20 14:30:00,0.032
691752,MAC000584,2012-04-20 15:00:00,0.013
691753,MAC000584,2012-04-20 15:30:00,0.026
691754,MAC000584,2012-04-20 16:00:00,0.112
691755,MAC000584,2012-04-20 16:30:00,0.12
691756,MAC000584,2012-04-20 17:00:00,0.117
691757,MAC000584,2012-04-20 17:30:00,0.113
691758,MAC000584,2012-04-20 18:00:00,0.126
691759,MAC000584,2012-04-20 18:30:00,0.119
691760,MAC000584,2012-04-20 19:00:00,0.135
691761,MAC000584,2012-04-20 19:30:00,0.113
691762,MAC000584,2012-04-20 20:00:00,0.115
691763,MAC000584,2012-04-20 20:30:00,0.084
691764,MAC000584,2012-04-20 21:00:00,0.114
691765,MAC000584,2012-04-20 21:30:00,0.093
691766,MAC000584,2012-04-20 22:00:00,0.041
691767,MAC000584,2012-04-20 22:30:00,0.013
691768,MAC000584,2012-04-20 23:00:00,0.015
691769,MAC000584,2012-04-20 23:30:00,0.023
691770,MAC000584,2012-04-21 00:00:00,0.027
691771,MAC000584,2012-04-21 00:30:00,0.013
691772,MAC000584,2012-04-21 01:00:00,0.014
691773,MAC000584,2012-04-21 01:30:00,0.019
691774,MAC000584,2012-04-21 02:00:00,0.032
691775,MAC000584,2012-04-21 02:30:00,0.013
691776,MAC000584,2012-04-21 03:00:00,0.014
691777,MAC000584,2012-04-21 03:30:00,0.015
691778,MAC000584,2012-04-21 04:00:00,0.033
691779,MAC000584,2012-04-21 04:30:00,0.016
691780,MAC000584,2012-04-21 05:00:00,0.015
691781,MAC000584,2012-04-21 05:30:00,0.014
691782,MAC000584,2012-04-21 06:00:00,0.029
691783,MAC000584,2012-04-21 06:30:00,0.06
691784,MAC000584,2012-04-21 07:00:00,0.651
691785,MAC000584,2012-04-21 07:30:00,0.266
691786,MAC000584,2012-04-21 08:00:00,0.286
691787,MAC000584,2012-04-21 08:30:00,0.069
691788,MAC000584,2012-04-21 09:00:00,0.016
691789,MAC000584,2012-04-21 09:30:00,0.014
691790,MAC000584,2012-04-21 10:00:00,0.027
691791,MAC000584,2012-04-21 10:30:00,0.021
691792,MAC000584,2012-04-21 11:00:00,0.013
691793,MAC000584,2012-04-21 11:30:00,0.014
691794,MAC000584,2012-04-21 12:00:00,0.026
691795,MAC000584,2012-04-21 12:30:00,0.022
691796,MAC000584,2012-04-21 13:00:00,0.014
691797,MAC000584,2012-04-21 13:30:00,0.015
691798,MAC000584,2012-04-21 14:00:00,0.023
691799,MAC000584,2012-04-21 14:30:00,0.078
691800,MAC000584,2012-04-21 15:00:00,0.115
691801,MAC000584,2012-04-21 15:30:00,0.065
691802,MAC000584,2012-04-21 16:00:00,0.106
691803,MAC000584,2012-04-21 16:30:00,0.12
691804,MAC000584,2012-04-21 17:00:00,0.103
691805,MAC000584,2012-04-21 17:30:00,0.1
691806,MAC000584,2012-04-21 18:00:00,0.101
691807,MAC000584,2012-04-21 18:30:00,0.103
691808,MAC000584,2012-04-21 19:00:00,0.119
691809,MAC000584,2012-04-21 19:30:00,0.125
691810,MAC000584,2012-04-21 20:00:00,0.123
691811,MAC000584,2012-04-21 20:30:00,0.087
691812,MAC000584,2012-04-21 21:00:00,0.076
691813,MAC000584,2012-04-21 21:30:00,0.073
691814,MAC000584,2012-04-21 22:00:00,0.065
691815,MAC000584,2012-04-21 22:30:00,0.116
691816,MAC000584,2012-04-21 23:00:00,0.078
691817,MAC000584,2012-04-21 23:30:00,0.012
691818,MAC000584,2012-04-22 00:00:00,0.013
691819,MAC000584,2012-04-22 00:30:00,0.014
691820,MAC000584,2012-04-22 01:00:00,0.031
691821,MAC000584,2012-04-22 01:30:00,0.02
691822,MAC000584,2012-04-22 02:00:00,0.013
691823,MAC000584,2012-04-22 02:30:00,0.014
691824,MAC000584,2012-04-22 03:00:00,0.023
691825,MAC000584,2012-04-22 03:30:00,0.027
691826,MAC000584,2012-04-22 04:00:00,0.013
691827,MAC000584,2012-04-22 04:30:00,0.014
691828,MAC000584,2012-04-22 05:00:00,0.021
691829,MAC000584,2012-04-22 05:30:00,0.03
691830,MAC000584,2012-04-22 06:00:00,0.012
691831,MAC000584,2012-04-22 06:30:00,0.051
691832,MAC000584,2012-04-22 07:00:00,0.064
691833,MAC000584,2012-04-22 07:30:00,0.186
691834,MAC000584,2012-04-22 08:00:00,0.057
691835,MAC000584,2012-04-22 08:30:00,0.023
691836,MAC000584,2012-04-22 09:00:00,0.01
691837,MAC000584,2012-04-22 09:30:00,0.014
691838,MAC000584,2012-04-22 10:00:00,0.029
691839,MAC000584,2012-04-22 10:30:00,0.021
691840,MAC000584,2012-04-22 11:00:00,0.012
691841,MAC000584,2012-04-22 11:30:00,0.014
691842,MAC000584,2012-04-22 12:00:00,0.021
691843,MAC000584,2012-04-22 12:30:00,0.03
691844,MAC000584,2012-04-22 13:00:00,0.011
691845,MAC000584,2012-04-22 13:30:00,0.014
691846,MAC000584,2012-04-22 14:00:00,0.015
691847,MAC000584,2012-04-22 14:30:00,0.033
691848,MAC000584,2012-04-22 15:00:00,0.013
691849,MAC000584,2012-04-22 15:30:00,0.053
691850,MAC000584,2012-04-22 16:00:00,0.06
691851,MAC000584,2012-04-22 16:30:00,0.078
691852,MAC000584,2012-04-22 17:00:00,0.064
691853,MAC000584,2012-04-22 17:30:00,0.057
691854,MAC000584,2012-04-22 18:00:00,0.056
691855,MAC000584,2012-04-22 18:30:00,0.057
691856,MAC000584,2012-04-22 19:00:00,0.056
691857,MAC000584,2012-04-22 19:30:00,0.058
691858,MAC000584,2012-04-22 20:00:00,0.101
691859,MAC000584,2012-04-22 20:30:00,0.031
691860,MAC000584,2012-04-22 21:00:00,0.015
691861,MAC000584,2012-04-22 21:30:00,0.085
691862,MAC000584,2012-04-22 22:00:00,0.071
691863,MAC000584,2012-04-22 22:30:00,0.056
691864,MAC000584,2012-04-22 23:00:00,0.015
691865,MAC000584,2012-04-22 23:30:00,0.032
691866,MAC000584,2012-04-23 00:00:00,0.022
691867,MAC000584,2012-04-23 00:30:00,0.01
691868,MAC000584,2012-04-23 01:00:00,0.013
691869,MAC000584,2012-04-23 01:30:00,0.015
691870,MAC000584,2012-04-23 02:00:00,0.03
691871,MAC000584,2012-04-23 02:30:00,0.021
691872,MAC000584,2012-04-23 03:00:00,0.011
691873,MAC000584,2012-04-23 03:30:00,0.015
691874,MAC000584,2012-04-23 04:00:00,0.02
691875,MAC000584,2012-04-23 04:30:00,0.032
691876,MAC000584,2012-04-23 05:00:00,0.021
691877,MAC000584,2012-04-23 05:30:00,0.014
691878,MAC000584,2012-04-23 06:00:00,0.019
691879,MAC000584,2012-04-23 06:30:00,0.198
691880,MAC000584,2012-04-23 07:00:00,0.123
691881,MAC000584,2012-04-23 07:30:00,0.056
691882,MAC000584,2012-04-23 08:00:00,0.058
691883,MAC000584,2012-04-23 08:30:00,0.027
691884,MAC000584,2012-04-23 09:00:00,0.017
691885,MAC000584,2012-04-23 09:30:00,0.014
691886,MAC000584,2012-04-23 10:00:00,0.031
691887,MAC000584,2012-04-23 10:30:00,0.03
691888,MAC000584,2012-04-23 11:00:00,0.009
691889,MAC000584,2012-04-23 11:30:00,0.013
691890,MAC000584,2012-04-23 12:00:00,0.014
